step,0_episode_r,1_episode_r,2_episode_r,3_episode_r,4_episode_r,5_episode_r,mean_episode_r,action_left_mean,action_right_mean,action_abs_mean,action_std,num_target,num_collision,finish_time
634,12.550190925598145,8.23147964477539,-12.582623481750488,-235.3097381591797,-105.16002655029297,9.359660148620605,-53.818509578704834,-0.0686754360795021,-0.06813465803861618,0.523185670375824,0.5940372347831726,4.0,33.166666666666664,800.0
1434,-43.05982971191406,5.60004997253418,-135.4809112548828,-39.943023681640625,9.87839412689209,12.474966049194336,-31.755059083302815,-0.1065477654337883,-0.0905313789844513,0.5333585739135742,0.597682774066925,4.0,19.666666666666668,800.0
2234,12.630322456359863,11.042011260986328,16.60930061340332,13.50902271270752,-97.4251708984375,-11.797067642211914,-9.23859691619873,-0.06828946620225906,0.0016558743081986904,0.5236327648162842,0.5960323214530945,4.0,7.333333333333333,800.0
2791,15.496668815612793,6.980079174041748,12.639925003051758,5.633498191833496,16.22178077697754,41.385231018066406,16.392863829930622,-0.01960175484418869,-0.028943199664354324,0.5121078491210938,0.5845201015472412,6.0,0.0,556.0
3591,14.893289566040039,-0.810185432434082,6.321179389953613,23.786216735839844,30.867265701293945,11.778409957885742,14.47269598642985,0.0645638182759285,0.0993090271949768,0.5200984477996826,0.5870001912117004,4.0,0.0,800.0
4391,9.375517845153809,16.088401794433594,-15.00273323059082,-119.6722412109375,3.0417680740356445,-159.9315185546875,-44.350134213765465,0.015088609419763088,-0.003276438219472766,0.507823646068573,0.5800896883010864,3.0,21.166666666666668,800.0
5191,17.443601608276367,-90.62640380859375,5.242403984069824,5.790072441101074,22.975147247314453,2.8117806911468506,-6.060566306114197,0.014485891908407211,0.016212616115808487,0.5292619466781616,0.6015936732292175,5.0,7.833333333333333,800.0
5991,-6.182289123535156,13.636100769042969,9.891237258911133,17.20244598388672,5.250543594360352,3.7057723999023438,7.250635147094727,0.03980202227830887,0.007686575409024954,0.5081987380981445,0.5806974172592163,4.0,0.6666666666666666,800.0
6791,9.54751968383789,5.781983375549316,3.1039412021636963,6.934225082397461,13.939562797546387,-19.74163818359375,3.2609323263168335,-0.08880598843097687,-0.13840879499912262,0.5327348709106445,0.5940312147140503,4.0,1.5,800.0
7591,7.162263870239258,10.35836410522461,20.308195114135742,7.392168998718262,-1.7846508026123047,15.370177268981934,9.80108642578125,-0.09033358097076416,-0.1065678820014,0.49875909090042114,0.564128577709198,4.0,1.0,800.0
8391,11.46243667602539,52.78671646118164,45.21086883544922,16.893163681030273,2.5171117782592773,11.88088321685791,23.458530108133953,-0.12093333154916763,-0.12056953459978104,0.5403378009796143,0.600488543510437,5.0,1.5,800.0
9191,9.806099891662598,-14.426436424255371,11.922554016113281,7.070981025695801,48.78019714355469,31.46904754638672,15.77040719985962,0.28472164273262024,0.18658404052257538,0.5946261882781982,0.6192981004714966,5.0,5.666666666666667,800.0
9765,10.673242568969727,12.787955284118652,6.558518409729004,-0.06861472129821777,12.901115417480469,7.2558746337890625,8.351348598798117,-0.06100962683558464,-0.13463757932186127,0.6267741322517395,0.6886405348777771,6.0,1.1666666666666667,573.0
10565,18.262073516845703,5.3251776695251465,10.358219146728516,-18.4223575592041,-8.2399263381958,12.5383882522583,3.303595781326294,0.15318483114242554,0.24671143293380737,0.5445023775100708,0.5804914236068726,4.0,3.6666666666666665,800.0
11365,10.797388076782227,9.970513343811035,11.389552116394043,11.942719459533691,17.847248077392578,17.023155212402344,13.161762714385986,-0.2547191083431244,-0.12195470184087753,0.6011822819709778,0.6386409997940063,5.0,1.6666666666666667,800.0
11442,2.597747325897217,5.388895511627197,8.427020072937012,28.650392532348633,9.724004745483398,17.914989471435547,12.117174943288168,0.05639800429344177,0.05754512548446655,0.585420548915863,0.6538268327713013,6.0,0.0,76.0
