env_step,episode,train_step,0_episode_r,1_episode_r,2_episode_r,3_episode_r,4_episode_r,5_episode_r,mean_episode_r,action_left_mean,action_right_mean,action_abs_mean,action_std,num_target,num_collision,finish_time
800,1,634,6.265999794006348,1.3422722816467285,12.847983360290527,-4.8161139488220215,-3.191035747528076,1.2210344076156616,2.278356691201528,0.0014434631448239088,0.00490068132057786,0.23658446967601776,0.2897433936595917,1.0,1,800.0
1600,2,1434,8.381248474121094,-6.218828201293945,-3.9083638191223145,0.3329676389694214,-1.8244123458862305,0.7423509359359741,-0.4158395528793335,0.020046446472406387,0.01913444697856903,0.22435083985328674,0.2861456871032715,1.0,0,800.0
2400,3,2234,-4.416747570037842,6.954524993896484,-1.8092888593673706,-4.096059799194336,5.272695064544678,2.0495638847351074,0.6591146190961202,0.006766883656382561,0.015035874210298061,0.2135760486125946,0.28201013803482056,1.0,0,800.0
3200,4,3034,6.574335098266602,-2.718057155609131,-6.077915668487549,-1.9588072299957275,-10.877431869506836,1.1800596714019775,-2.312969525655111,0.01685675047338009,0.019119499251246452,0.23635756969451904,0.29710257053375244,1.0,3,800.0
4000,5,3834,10.647232055664062,6.779483795166016,10.239736557006836,9.8255615234375,12.688315391540527,-1.5536937713623047,8.10443925857544,0.009208275005221367,0.014137821272015572,0.1836927831172943,0.2597883641719818,4.0,0,800.0
4800,6,4634,10.406696319580078,3.289431095123291,7.17329216003418,12.389772415161133,4.104874610900879,6.5007405281066895,7.310801188151042,0.027902813628315926,0.027342932298779488,0.15102893114089966,0.2391526997089386,4.0,0,800.0
5600,7,5434,10.676636695861816,5.934939384460449,-0.935821533203125,12.416746139526367,4.809965133666992,10.610519409179688,7.252164204915364,0.022165635600686073,0.02003316767513752,0.16634760797023773,0.2554289698600769,3.0,7,800.0
6400,8,6234,2.6020965576171875,12.832040786743164,20.658985137939453,8.579889297485352,5.884086608886719,13.308012962341309,10.644185225168863,0.01154583040624857,0.014951883815228939,0.0864984393119812,0.18413826823234558,5.0,0,800.0
7200,9,7034,19.833112716674805,13.229242324829102,16.970291137695312,12.31027603149414,9.816469192504883,19.37881088256836,15.256367047627768,0.03924134373664856,0.03959035128355026,0.13691970705986023,0.24933642148971558,5.0,0,800.0
7803,10,7637,11.230531692504883,7.068892478942871,32.60600662231445,11.540502548217773,18.86503028869629,16.37347984313965,16.28074057896932,0.04436720162630081,0.054932013154029846,0.0873633548617363,0.21554473042488098,6.0,0,603.0
8069,11,7903,13.373675346374512,9.38515567779541,24.925132751464844,26.992704391479492,17.211027145385742,20.40164566040039,18.714890162150066,0.11865390837192535,0.1251807063817978,0.1699690818786621,0.31709352135658264,6.0,1,266.0
8844,12,8678,15.432710647583008,19.471580505371094,11.93840217590332,20.613819122314453,18.451663970947266,11.725717544555664,16.27231566111247,0.08682464808225632,0.07920709997415543,0.11974777281284332,0.27057477831840515,6.0,0,775.0
