env_step,episode,train_step,0_episode_r,1_episode_r,2_episode_r,3_episode_r,4_episode_r,5_episode_r,mean_episode_r,action_left_mean,action_right_mean,action_abs_mean,action_std,num_target,num_collision,finish_time
800,1,634,-2.549528121948242,-22.63111114501953,-6.525115013122559,-25.89472198486328,16.589780807495117,12.535919189453125,-4.7457960446675616,-0.041528478264808655,-0.02812264673411846,0.1708827018737793,0.22086790204048157,0.0,24,800.0
1600,2,1434,8.565185546875,1.5843539237976074,3.4355459213256836,3.7500643730163574,2.9754676818847656,-2.4145796298980713,2.9826729695002236,-0.028406823053956032,0.007042877841740847,0.14287254214286804,0.17883968353271484,0.0,0,800.0
2400,3,2234,-3.1414523124694824,12.84778118133545,-6.119970321655273,-3.55448579788208,-1.7999119758605957,4.117920875549316,0.391646941502889,-0.02454020455479622,0.001870680251158774,0.16006514430046082,0.2065364122390747,1.0,5,800.0
3200,4,3034,0.23001813888549805,-4.907815456390381,0.589577317237854,10.604682922363281,-7.458132743835449,-1.8164958953857422,-0.4596942861874898,-0.01902020536363125,0.014622008427977562,0.20829114317893982,0.2596334218978882,0.0,0,800.0
4000,5,3834,3.7384800910949707,6.925473213195801,-7.199078559875488,1.9769771099090576,2.8286094665527344,3.9126205444335938,2.030513644218445,-0.002774433232843876,0.03256027400493622,0.2289283722639084,0.28003478050231934,0.0,0,800.0
4800,6,4634,-2.876391887664795,4.320268154144287,-2.3335280418395996,-2.5355663299560547,-6.472311019897461,4.686899662017822,-0.8684382438659668,0.008668716996908188,0.020038146525621414,0.22523564100265503,0.27677515149116516,0.0,0,800.0
5600,7,5434,-7.6723527908325195,-5.678619384765625,0.032030582427978516,-4.424748420715332,1.2224760055541992,10.203751564025879,-1.0529104073842366,-0.001815452123992145,0.012604312971234322,0.19359862804412842,0.24852797389030457,1.0,0,800.0
6400,8,6234,-1.6713697910308838,8.135801315307617,-2.778975009918213,2.16255259513855,17.217870712280273,-2.2420058250427246,3.4706456661224365,0.01746712438762188,0.024801013991236687,0.21921002864837646,0.2743445038795471,1.0,0,800.0
7200,9,7034,10.11483383178711,1.7474395036697388,3.504734992980957,-3.131004571914673,10.465253829956055,6.569819450378418,4.878512839476268,0.005220944993197918,0.04427333176136017,0.1849500685930252,0.2524477541446686,3.0,0,800.0
8000,10,7834,3.464200019836426,-3.192870616912842,13.904520034790039,8.660712242126465,1.411341667175293,6.244886875152588,5.082131703694661,0.008174912072718143,0.05192328244447708,0.19350679218769073,0.24304890632629395,1.0,0,800.0
8800,11,8634,6.508844375610352,-0.7363526821136475,-0.08130085468292236,22.066425323486328,0.08329439163208008,-6.386327743530273,3.5757638017336526,0.02138812094926834,0.12061368674039841,0.23707331717014313,0.2834756374359131,0.0,0,800.0
9600,12,9434,2.3600497245788574,-5.68595027923584,4.277468204498291,9.440316200256348,5.146934509277344,10.84701919555664,4.3976395924886065,0.022097429260611534,0.09801879525184631,0.19731509685516357,0.25501421093940735,1.0,0,800.0
10400,13,10234,2.5481085777282715,1.9945621490478516,21.75979232788086,-4.268976211547852,0.5894665718078613,24.148061752319336,7.795169194539388,0.05600831285119057,0.13501444458961487,0.2211368829011917,0.27632808685302734,2.0,0,800.0
11200,14,11034,26.771963119506836,10.083656311035156,8.856769561767578,12.867823600769043,19.159503936767578,18.248950958251953,15.998111248016357,0.08521537482738495,0.1306799203157425,0.1933179646730423,0.25232914090156555,3.0,0,800.0
