step,total_loss,actor_loss,q1_loss,q2_loss,alpha,cost_q1_loss,cost_q2_loss,lambda,cost_estimate,cost_gap
11,0.13456197082996368,0.05798470973968506,0.03829987719655037,0.03827536106109619,0.19934476912021637,1.0378317938375403e-06,9.77188506112725e-07,0.09890621900558472,0.000562026456464082,-0.04927567669788259
12,0.11702240258455276,0.05795791372656822,0.029525086283683777,0.029535822570323944,0.19928528368473053,1.8248830429001828e-06,1.7536912082505296e-06,0.09880739450454712,0.0005751451244577765,-0.049283135606765574
13,0.09133847802877426,0.028055597096681595,0.0316501222550869,0.03162969648838043,0.19922542572021484,1.4484735402220394e-06,1.6158405742316972e-06,0.09870866686105728,0.0004895665333606303,-0.04929450049975927
14,0.09081216156482697,0.04984884336590767,0.020498283207416534,0.02046254649758339,0.199165478348732,1.2180674957562587e-06,1.2731369452012586e-06,0.0986100360751152,0.0005980165442451835,-0.04929987464755904
15,0.17104806005954742,0.1265954077243805,0.022236285731196404,0.022215116769075394,0.1991063356399536,6.087493034101499e-07,6.367700962073286e-07,0.09851150959730148,0.0004394881543703377,-0.049312906507462576
16,0.14689254760742188,0.10037926584482193,0.02328341454267502,0.02322721853852272,0.1990475207567215,1.3439135955195525e-06,1.307273805650766e-06,0.09841307997703552,0.0007146791904233396,-0.04931152722256828
17,0.09991631656885147,0.021682754158973694,0.03915191814303398,0.03907957673072815,0.198988139629364,9.679130243966938e-07,1.0980662636939087e-06,0.09831473976373672,0.00079251395072788,-0.04930632516390347
18,0.11239863932132721,0.06409627944231033,0.024192754179239273,0.024108491837978363,0.19892872869968414,5.106186904413335e-07,5.924844117544126e-07,0.09821651130914688,0.0008204815094359219,-0.0492999848302365
19,0.07901168614625931,0.016851207241415977,0.031085636466741562,0.031071579083800316,0.19886881113052368,1.5945797713357024e-06,1.667063543209224e-06,0.0981183722615242,0.0007889888365752995,-0.04929553614689591
20,0.08927685022354126,0.036753490567207336,0.026271745562553406,0.026249760761857033,0.19880865514278412,9.286125646212895e-07,9.269314773519e-07,0.09802033007144928,0.0008456821669824421,-0.04928847523120199
21,0.1540723443031311,0.10281790792942047,0.02563144452869892,0.025618642568588257,0.19874905049800873,2.219130237790523e-06,2.1338935312087415e-06,0.09792239218950272,0.0008765652310103178,-0.049280223208091375
22,0.10537470877170563,0.046140264719724655,0.02964404784142971,0.029587766155600548,0.198689267039299,1.2749607094519888e-06,1.3526205293601379e-06,0.09782455116510391,0.0009499979205429554,-0.04926871215165966
23,0.09593705832958221,0.019764713943004608,0.03806542977690697,0.03810413181781769,0.19862903654575348,1.3773297951047425e-06,1.4083275345910806e-06,0.09772680699825287,0.0008809487917460501,-0.04926122910448938
24,0.220444455742836,0.10623801499605179,0.05709843337535858,0.05710393935441971,0.1985694020986557,2.0080929061805364e-06,2.056157427432481e-06,0.09762915223836899,0.0009663866949267685,-0.04924984831451857
25,0.1218748539686203,0.05792230740189552,0.03200139105319977,0.031948890537023544,0.19850970804691315,1.1598222044995055e-06,1.1057888968935004e-06,0.09753163158893585,0.000987907638773322,-0.049237960516853974
26,0.1057390496134758,0.03775031864643097,0.03402531519532204,0.03395986184477806,0.1984497606754303,1.7434260826121317e-06,1.8070234091283055e-06,0.09743420034646988,0.0009082459728233516,-0.04923065019237011
27,0.1491864025592804,0.07216642796993256,0.03850254788994789,0.03851359710097313,0.1983899623155594,1.868567096607876e-06,1.9692774912982713e-06,0.09733686596155167,0.0009341291734017432,-0.04922241122408152
28,0.08653206378221512,0.03626684099435806,0.025165412575006485,0.025096014142036438,0.1983298659324646,1.9297522158012725e-06,1.8601267584017478e-06,0.09723963588476181,0.0009780550608411431,-0.049212387909835384
29,0.15098939836025238,0.08824824541807175,0.03139543905854225,0.03134329617023468,0.19827015697956085,1.1896966043423163e-06,1.2205260873088264e-06,0.09714251756668091,0.0009613331058062613,-0.0492037018590533
30,0.11544442176818848,0.07717117667198181,0.01914413832128048,0.01912626065313816,0.19821062684059143,1.4294707852968713e-06,1.418927695340244e-06,0.09704550355672836,0.0009718305664137006,-0.04919492523777995
31,0.13110074400901794,0.05514958128333092,0.03797151520848274,0.03797532245516777,0.19815100729465485,2.1399257548182504e-06,2.1681448743038345e-06,0.09694857895374298,0.0010031333658844233,-0.049185022307596735
32,0.11588938534259796,0.07480447739362717,0.02054528146982193,0.020535798743367195,0.1980915367603302,1.896441176540975e-06,1.932154873429681e-06,0.09685175865888596,0.0010019367327913642,-0.04917567435557733
33,0.09439107775688171,0.055874746292829514,0.019288983196020126,0.019224105402827263,0.1980319321155548,1.581657102178724e-06,1.6628335970381158e-06,0.09675505012273788,0.0008447287254966795,-0.04917465420152363
34,0.15069341659545898,0.1004345640540123,0.025114841759204865,0.025141071528196335,0.19797283411026,1.4644269867858384e-06,1.4729209851793712e-06,0.09665844589471817,0.0007150300079956651,-0.04918016999104766
35,0.09060393273830414,0.04254356771707535,0.024034958332777023,0.024022936820983887,0.19791339337825775,1.2247537597431801e-06,1.2535252835732535e-06,0.09656193107366562,0.000951565511059016,-0.049173583215942326
36,0.12089373171329498,0.06513792276382446,0.027924418449401855,0.02782558836042881,0.1978539526462555,2.8572781047842e-06,2.947946086351294e-06,0.09646552056074142,0.0009049089858308434,-0.04916965860585367
37,0.07418116927146912,0.036997295916080475,0.018603874370455742,0.01857682131230831,0.1977941393852234,1.5869890148678678e-06,1.5879893453529803e-06,0.09636922180652618,0.0009657785412855446,-0.04916288674849671
38,0.12542422115802765,0.07115992903709412,0.02714156173169613,0.02711832895874977,0.19773444533348083,2.1661487608071184e-06,2.2330161755235167e-06,0.0962730273604393,0.000809866760391742,-0.04916424907305229
39,0.08700086921453476,0.03367617353796959,0.026624983176589012,0.02669612690806389,0.19767439365386963,1.7769554006008548e-06,1.8119941387340077e-06,0.09617692232131958,0.0008431965252384543,-0.04916387679313775
40,0.1370081752538681,0.08280912041664124,0.027105866000056267,0.02708858996629715,0.1976146548986435,2.294014393555699e-06,2.30358227781835e-06,0.09608091413974762,0.0009678733767941594,-0.04915728928464116
41,0.1354735791683197,0.08098182827234268,0.02725129760801792,0.027234960347414017,0.19755515456199646,2.7733135539165232e-06,2.7328812848281814e-06,0.09598500281572342,0.0008397759520448744,-0.04915743602280685
42,0.14387129247188568,0.09460568428039551,0.02466573566198349,0.02459743618965149,0.19749604165554047,1.184772031592729e-06,1.2383840157781378e-06,0.09588918834924698,0.0009966865181922913,-0.049149729895756895
43,0.14614076912403107,0.09184947609901428,0.027130020782351494,0.027157623320817947,0.19743724167346954,1.8411822111374931e-06,1.7964524658964365e-06,0.0957934707403183,0.0009960533352568746,-0.049142440734206205
44,0.18874333798885345,0.053031183779239655,0.06788870692253113,0.06782044470310211,0.19737817347049713,1.4803672456764616e-06,1.5127617416510475e-06,0.09569786489009857,0.0010416554287075996,-0.04913323592606052
45,0.19852887094020844,0.11213158816099167,0.043160758912563324,0.04323462024331093,0.19731967151165009,9.529450721856847e-07,9.585932048139512e-07,0.0956023558974266,0.001104804570786655,-0.04912133390121816
46,0.176900252699852,0.10881315916776657,0.034082747995853424,0.03399953246116638,0.19726163148880005,2.414057235000655e-06,2.3999373297556303e-06,0.095506951212883,0.0008892208570614457,-0.04912080616330418
47,0.14553244411945343,0.10291410982608795,0.02133190631866455,0.021281622350215912,0.19720391929149628,2.4447122086712625e-06,2.364455667702714e-06,0.09541163593530655,0.0010296341497451067,-0.04911328414765172
48,0.18497996032238007,0.1244167909026146,0.03031037375330925,0.030246276408433914,0.19714683294296265,3.207400141036487e-06,3.32809031533543e-06,0.09531643241643906,0.0010148613946512341,-0.04910687687053657
49,0.1926860511302948,0.09536349028348923,0.04870543256402016,0.048612769693136215,0.19708982110023499,2.18043896893505e-06,2.1777727852168027e-06,0.09522133320569992,0.0011740373447537422,-0.04909283115977205
50,0.09232832491397858,0.036942217499017715,0.027744730934500694,0.0276352409273386,0.19703207910060883,3.0249784686020575e-06,3.1165152449830202e-06,0.09512632340192795,0.0011991770006716251,-0.04907823075174987
51,0.13476991653442383,0.06018023565411568,0.0373230017721653,0.03726106137037277,0.1969740092754364,2.845686594810104e-06,2.776787823677296e-06,0.09503143280744553,0.001350777572952211,-0.04905678033551476
52,0.15117913484573364,0.04471275582909584,0.05326347425580025,0.05319991707801819,0.1969154328107834,1.4525724054692546e-06,1.5388227438961621e-06,0.09493663907051086,0.0011764179216697812,-0.04904512042265554
53,0.10719384998083115,0.0658038854598999,0.020723475143313408,0.020661506801843643,0.19685666263103485,2.4593437046860345e-06,2.5231190647900803e-06,0.09484195709228516,0.001319739269092679,-0.04902687743806813
54,0.08053552359342575,0.015738151967525482,0.03241030499339104,0.032382525503635406,0.19679705798625946,2.1594141799141653e-06,2.379190846113488e-06,0.09474737197160721,0.001416931045241654,-0.04900468701390264
55,0.14787854254245758,0.07709707319736481,0.0353827029466629,0.03539341315627098,0.19673755764961243,2.640920001795166e-06,2.708367901504971e-06,0.09465290606021881,0.0012078904546797276,-0.04899405814047352
56,0.13709786534309387,0.06742872297763824,0.03481689840555191,0.03484830632805824,0.1966780126094818,1.9443048131506657e-06,2.004025645874208e-06,0.09455853700637817,0.0011074868962168694,-0.048988980888639
57,0.15115909278392792,0.06852497160434723,0.04141048714518547,0.04121752828359604,0.19661845266819,3.0420887924265116e-06,3.051595285796793e-06,0.09446427971124649,0.0010806226637214422,-0.04898550071102098
58,0.04733758792281151,0.002632301300764084,0.022420726716518402,0.02228020504117012,0.19655795395374298,2.126355866494123e-06,2.2269982764555607e-06,0.09437011182308197,0.001040825853124261,-0.04898418438281372
59,0.13581342995166779,0.0854819267988205,0.025184372439980507,0.025138966739177704,0.19649776816368103,4.0393933886662126e-06,4.133825314056594e-06,0.0942760705947876,0.0012887284392490983,-0.048970538741710576
60,0.2413623034954071,0.12027350813150406,0.060591209679841995,0.06049332022666931,0.19643843173980713,2.147000714103342e-06,2.1208436464803526e-06,0.09418211132287979,0.0014690118841826916,-0.048948561210415915
61,0.1008666604757309,0.06569014489650726,0.017610613256692886,0.017560604959726334,0.19637900590896606,2.6350187454227125e-06,2.6645598154573236e-06,0.09408827871084213,0.0014403520617634058,-0.04892911554680695
62,0.16046090424060822,0.09043624252080917,0.035041578114032745,0.034978289157152176,0.19631987810134888,2.3600930489919847e-06,2.4466132799716434e-06,0.09399455785751343,0.001619829097762704,-0.04890166831457846
63,0.05853796377778053,0.0068932026624679565,0.025799917057156563,0.025840017944574356,0.19625981152057648,2.481431693013292e-06,2.3482814413000597e-06,0.09390092641115189,0.0015464482130482793,-0.04887926248819713
64,0.17903250455856323,0.0796089917421341,0.049716729670763016,0.04970259964466095,0.1961999237537384,2.121030547641567e-06,2.067776449621306e-06,0.09380742162466049,0.0014726317021995783,-0.048861667778677294
65,0.10327531397342682,0.03817383199930191,0.032550178468227386,0.032546598464250565,0.1961396187543869,2.3032998797134496e-06,2.403977532594581e-06,0.09371402114629745,0.0016124896937981248,-0.04883795990505352
66,0.1665661782026291,0.10673253238201141,0.029929323121905327,0.02989978902041912,0.19607992470264435,2.1821242626174353e-06,2.3560808131151134e-06,0.09362073987722397,0.0015853855293244123,-0.048816792633334626
67,0.10835584998130798,0.04402335733175278,0.03221611678600311,0.03211021423339844,0.19601991772651672,3.1256117836164776e-06,3.035883764823666e-06,0.09352757781744003,0.0014511441113427281,-0.048803395796100754
68,0.08992119878530502,0.05216158181428909,0.018869848921895027,0.01888614520430565,0.19595973193645477,1.7873546767077642e-06,1.8397915937384823e-06,0.09343452751636505,0.0011680738534778357,-0.04880482231362183
69,0.14010827243328094,0.07424652576446533,0.03291121497750282,0.03294716775417328,0.19589969515800476,1.6752073861425743e-06,1.6939484339673072e-06,0.09334156662225723,0.0010660199914127588,-0.0488112801983701
70,0.1668703407049179,0.10293111950159073,0.031953681260347366,0.0319795086979866,0.19584017992019653,3.0289929782156833e-06,3.0111555133771617e-06,0.09324872493743896,0.0011566159082576632,-0.04881288539303871
71,0.1416081190109253,0.049949899315834045,0.045881450176239014,0.0457732230424881,0.19578038156032562,1.8269829524797387e-06,1.7110945691456436e-06,0.09315597265958786,0.0011236274149268866,-0.04881605975264043
72,0.2722592055797577,0.08375424146652222,0.09427987039089203,0.09421627968549728,0.1957208216190338,4.405957042763475e-06,4.4055796024622396e-06,0.09306330978870392,0.0011315408628433943,-0.04881867972186624
73,0.07443436235189438,0.03031575120985508,0.022067232057452202,0.022046899423003197,0.19566071033477783,2.232737870144774e-06,2.2426527266361518e-06,0.09297074377536774,0.0010907049290835857,-0.04882321048931875
74,0.11555328965187073,0.06940491497516632,0.0230758897960186,0.02306826040148735,0.195600688457489,2.05702372113592e-06,2.159934183509904e-06,0.0928782969713211,0.0010392483090981841,-0.0488300875493979
75,0.06515370309352875,0.01709767058491707,0.024089761078357697,0.023960642516613007,0.19553998112678528,2.7453099846752593e-06,2.8908411877637263e-06,0.09278593212366104,0.0011724353535100818,-0.048829961404252505
76,0.11425922065973282,0.06902159005403519,0.022609246894717216,0.02262253873050213,0.1954793781042099,2.881616410377319e-06,2.9541949970735004e-06,0.09269366413354874,0.0013931855792179704,-0.048818804055078976
77,0.17359432578086853,0.06850673258304596,0.05252661556005478,0.05255508795380592,0.19541892409324646,2.908592477979255e-06,2.9787852326990105e-06,0.0926014855504036,0.0011615953408181667,-0.048819784085284125
78,0.16128066182136536,0.10080777853727341,0.030221521854400635,0.030245469883084297,0.19535905122756958,2.9631246434291825e-06,2.9171817459427984e-06,0.09250940382480621,0.0015525833005085588,-0.048801165715994486
79,0.15716402232646942,0.09124520421028137,0.03304773196578026,0.03286591172218323,0.19529958069324493,2.5745787297637435e-06,2.5936701604223344e-06,0.0924174040555954,0.0014031921746209264,-0.04879094782146372
80,0.14049021899700165,0.08209222555160522,0.02920825034379959,0.029184488579630852,0.1952403038740158,2.675700670806691e-06,2.5790186555241235e-06,0.09232553094625473,0.0016756291734054685,-0.04876761897172026
81,0.17199765145778656,0.12081398069858551,0.025641173124313354,0.02553822100162506,0.19518177211284637,2.0797426714125322e-06,2.1886476133659016e-06,0.09223373979330063,0.001478168647736311,-0.04875532959074743
82,0.13609035313129425,0.08875420689582825,0.023732000961899757,0.023598110303282738,0.19512341916561127,3.02949410979636e-06,3.016662049049046e-06,0.09214203804731369,0.0014681187458336353,-0.048744157173918376
83,0.10138166695833206,0.034088555723428726,0.033589743077754974,0.03369786590337753,0.1950644701719284,2.7271014459984144e-06,2.774485210466082e-06,0.0920504555106163,0.0013800812885165215,-0.04873794525079663
84,0.11379463225603104,0.07887886464595795,0.01750345528125763,0.017407074570655823,0.19500558078289032,2.6324962618673453e-06,2.6050738597405143e-06,0.09195896238088608,0.0014746071537956595,-0.04872731763056702
85,0.19106712937355042,0.11960785835981369,0.03569430857896805,0.035760149359703064,0.19494737684726715,2.402644668109133e-06,2.411446075711865e-06,0.09186755865812302,0.0015080958837643266,-0.048715546954850454
86,0.11703120917081833,0.07780749350786209,0.019696831703186035,0.01952160894870758,0.19488917291164398,2.6451195935806027e-06,2.6337461349612568e-06,0.0917762741446495,0.001351047889329493,-0.048712217212641455
87,0.167779341340065,0.09844255447387695,0.03461270034313202,0.03472020849585533,0.1948312520980835,1.9374497242097277e-06,1.944099267348065e-06,0.09168507158756256,0.0014045954449102283,-0.04870637657976387
88,0.1595664918422699,0.08675637096166611,0.036363907158374786,0.03644022345542908,0.19477343559265137,2.936783857876435e-06,3.0491007692035055e-06,0.09159396588802338,0.0013435859000310302,-0.048703878455774126
89,0.11503976583480835,0.05785518139600754,0.028581544756889343,0.028597835451364517,0.19471526145935059,2.5939000352082076e-06,2.606344423838891e-06,0.09150296449661255,0.0011111213825643063,-0.048713128463857204
90,0.15520988404750824,0.08843441307544708,0.033452581614255905,0.033316779881715775,0.19465726613998413,2.9894574709032895e-06,3.10857149088406e-06,0.09141205996274948,0.0011940847616642714,-0.04871776780258113
91,0.16456568241119385,0.09037457406520844,0.03710806369781494,0.0370786190032959,0.19459939002990723,2.1587052287941333e-06,2.2643914689979283e-06,0.09132124483585358,0.0013507887488231063,-0.04871433997501092
92,0.16771560907363892,0.07396157830953598,0.04689864069223404,0.046850286424160004,0.19454137980937958,2.547034000599524e-06,2.5470615128142526e-06,0.09123051911592484,0.0012617132160812616,-0.04871553731545631
93,-0.003562122117727995,-0.04545636475086212,0.020987942814826965,0.020903438329696655,0.1944815218448639,1.4160145838104654e-06,1.4454155916610034e-06,0.09113988280296326,0.0010795147391036153,-0.048725784712728315
94,0.19925984740257263,0.09309609234333038,0.05312478169798851,0.05303555354475975,0.19442200660705566,1.7231652691407362e-06,1.680500076872704e-06,0.09104934334754944,0.0009660599171184003,-0.04874119248123598
95,0.1545737236738205,0.10923688858747482,0.02264174446463585,0.022689400240778923,0.19436313211917877,2.8091394597140606e-06,2.8789436328224838e-06,0.0909588634967804,0.000950072193518281,-0.04875662924749827
96,0.13108976185321808,0.07716361433267593,0.026952197775244713,0.026964500546455383,0.19430425763130188,4.679709945776267e-06,4.76592458653613e-06,0.09086847305297852,0.0011580938007682562,-0.04876089309508494
97,0.14964741468429565,0.07817868143320084,0.03564555197954178,0.03581877052783966,0.19424548745155334,2.1501450646610465e-06,2.2623328277404653e-06,0.0907781794667244,0.0012062948662787676,-0.048762533697016754
98,0.13232292234897614,0.09156226366758347,0.020402757450938225,0.020354945212602615,0.1941869705915451,1.500336111348588e-06,1.4399817018784233e-06,0.09068795293569565,0.0011752668069675565,-0.048765643671817537
99,0.11954686045646667,0.03978947922587395,0.039778098464012146,0.03997447341680527,0.1941279172897339,2.469282208039658e-06,2.336317720619263e-06,0.09059780836105347,0.00123901991173625,-0.04876541049263985
100,0.14491353929042816,0.09627003967761993,0.024345681071281433,0.02429448999464512,0.19406917691230774,1.689441205598996e-06,1.6396179489674978e-06,0.09050776064395905,0.0013797422870993614,-0.04875815285365289
101,0.12820130586624146,0.06961902976036072,0.02936948835849762,0.029206350445747375,0.194010391831398,3.1339277484221384e-06,3.313969727969379e-06,0.09041777998209,0.0015059357974678278,-0.048744948421096855
102,0.060377806425094604,0.03081148862838745,0.01477726548910141,0.014784198254346848,0.19395093619823456,2.4794078399281716e-06,2.374486257394892e-06,0.09032788872718811,0.001737105892971158,-0.04872084570539345
103,0.11849166452884674,0.047114696353673935,0.03574574366211891,0.03562622889876366,0.19389110803604126,2.5096737772400957e-06,2.4820826638460858e-06,0.09023810923099518,0.0015168958343565464,-0.048708958628405956
104,0.1011776551604271,0.036680176854133606,0.03226622939109802,0.03222782164812088,0.19383086264133453,1.8127068415196845e-06,1.620110310796008e-06,0.09014841169118881,0.001422207453288138,-0.04870240032432125
105,0.1635606735944748,0.09000988304615021,0.03686962649226189,0.03667519986629486,0.19377101957798004,2.9290165457496187e-06,3.025729256478371e-06,0.0900588110089302,0.0016672629863023758,-0.048683917158790065
106,0.14093516767024994,0.060473937541246414,0.04021579399704933,0.04023871198296547,0.193711057305336,3.292700057500042e-06,3.4302786389162065e-06,0.08996929973363876,0.0018460601568222046,-0.04865741829300945
107,0.09181429445743561,0.050307776778936386,0.020818566903471947,0.020680900663137436,0.19365084171295166,3.5018711059819907e-06,3.55019187736616e-06,0.08987989276647568,0.0016310990322381258,-0.04864299242674708
108,0.1479642540216446,0.09484782814979553,0.0265898909419775,0.02652251347899437,0.1935911625623703,1.979670969376457e-06,2.047896032308927e-06,0.08979057520627975,0.0017219956498593092,-0.04862474302291676
109,0.12308377027511597,0.07833117246627808,0.022388838231563568,0.022360416129231453,0.1935316026210785,1.6006980558813666e-06,1.7451030771553633e-06,0.08970137685537338,0.0016322850715368986,-0.04861189161819408
110,0.08702602982521057,0.05016748979687691,0.018477728590369225,0.018376953899860382,0.1934717446565628,1.9571734810597263e-06,1.8991349861607887e-06,0.08961226046085358,0.0018126314971596003,-0.04859066546242639
111,0.14845231175422668,0.06782751530408859,0.04017049819231033,0.04045138880610466,0.1934119462966919,1.4174927400745219e-06,1.492500132371788e-06,0.08952325582504272,0.0013485027011483908,-0.04859370705424765
112,0.05529678985476494,0.01031004823744297,0.02256404235959053,0.022417115047574043,0.19335129857063293,2.798229388645268e-06,2.7865171432495117e-06,0.08943433314561844,0.0013003443600609899,-0.04859900448353222
113,0.165909543633461,0.08730261772871017,0.039261121302843094,0.039341386407613754,0.1932910829782486,2.2401154637918808e-06,2.1745458980149124e-06,0.0893455296754837,0.0014469496672973037,-0.04859670677599074
114,0.1416863054037094,0.0353316031396389,0.05312604457139969,0.05322223901748657,0.19323046505451202,3.189004701198428e-06,3.2273808301397366e-06,0.08925680816173553,0.001292365021072328,-0.04860225318613759
115,0.08363323658704758,0.0531548410654068,0.015252301469445229,0.015218338929116726,0.1931697279214859,3.8929192669456825e-06,3.86600640922552e-06,0.08916817605495453,0.0010813550325110555,-0.048618072775205155
116,0.089048370718956,0.0691961795091629,0.009977231733500957,0.00986986793577671,0.1931091845035553,2.512698529244517e-06,2.58405702879827e-06,0.08907963335514069,0.0012957800645381212,-0.04862238013321799
117,0.17231622338294983,0.07864853739738464,0.046919628977775574,0.046741779893636703,0.19304896891117096,3.052760121136089e-06,3.220786538804532e-06,0.08899117261171341,0.001357570057734847,-0.04862338262367035
118,0.11737217009067535,0.08384059369564056,0.01679847203195095,0.016726503148674965,0.19298909604549408,3.24724555866851e-06,3.354790351295378e-06,0.08890280872583389,0.0015261598164215684,-0.04861590550166576
119,0.1512042135000229,0.08779698610305786,0.03175070509314537,0.03165338933467865,0.19292956590652466,1.5547780094493646e-06,1.580134266987443e-06,0.08881452679634094,0.0015853096265345812,-0.04860584474525574
120,0.11147283017635345,0.07638880610466003,0.017481455579400063,0.01759699173271656,0.19287021458148956,2.789337258946034e-06,2.7975038392469287e-06,0.08872633427381516,0.0017314502038061619,-0.048588979997802643
121,0.08667559176683426,0.04991588741540909,0.018406199291348457,0.018345249816775322,0.19281060993671417,4.2143738028244115e-06,4.035326128359884e-06,0.08863823115825653,0.0018600188195705414,-0.04856653005693398
122,0.07499620318412781,0.013269245624542236,0.030813558027148247,0.030909158289432526,0.19275018572807312,2.1065193323011044e-06,2.127370635207626e-06,0.08855023235082626,0.0017909833695739508,-0.04854865438560859
123,0.30493083596229553,0.08268256485462189,0.11117520928382874,0.11106813699007034,0.19269011914730072,2.6093559881701367e-06,2.2929004899197025e-06,0.08846232295036316,0.0018581794574856758,-0.048528312693453875
124,0.21356557309627533,0.11264866590499878,0.05043883994221687,0.05047190189361572,0.1926308125257492,3.2215866667684168e-06,2.9482853278750554e-06,0.08837452530860901,0.0018515235278755426,-0.04850932088238741
125,0.12009421736001968,0.0731927901506424,0.023417383432388306,0.02347707375884056,0.19257164001464844,3.6300534702604637e-06,3.339594968565507e-06,0.08828683197498322,0.0020714648999273777,-0.04848028159327167
126,0.09847996383905411,0.06875975430011749,0.014956142753362656,0.014755763113498688,0.19251246750354767,4.154058842686936e-06,4.1426828829571605e-06,0.08819922804832458,0.002125263912603259,-0.04845000431797792
127,0.0872945487499237,0.02400701865553856,0.03164574131369591,0.03163563832640648,0.19245260953903198,3.061835059270379e-06,3.0926967156119645e-06,0.08811172842979431,0.0019996785558760166,-0.04842752017428522
128,0.1318240910768509,0.06673841923475266,0.03250058740377426,0.03257985785603523,0.1923927664756775,2.6363079541624757e-06,2.5965214263123926e-06,0.08802434056997299,0.0019356998382136226,-0.04840935917366028
129,0.10455638915300369,0.059269845485687256,0.022615695372223854,0.022664546966552734,0.1923328936100006,3.0342173431563424e-06,3.2686216400179546e-06,0.08793705701828003,0.0018397723324596882,-0.04839690259835428
130,0.07820235192775726,0.042848940938711166,0.01773233339190483,0.01761419139802456,0.19227269291877747,3.3167311812576372e-06,3.570140506781172e-06,0.08784988522529602,0.0017895642668008804,-0.04838757925509653
131,0.1495853066444397,0.08878385275602341,0.03040958009660244,0.03038526326417923,0.19221289455890656,3.3408039143978385e-06,3.2800985536596272e-06,0.08776281774044037,0.0018266203114762902,-0.04837686927676788
132,0.1532590538263321,0.0738494023680687,0.03969313204288483,0.03971103951334953,0.1921532154083252,2.717340066737961e-06,2.7700100417860085e-06,0.08767585456371307,0.001618074718862772,-0.04837712207698635
133,0.11213208734989166,0.061320699751377106,0.025341110303997993,0.025464320555329323,0.19209349155426025,2.9908128453826066e-06,2.9750799512839876e-06,0.08758898079395294,0.0016617679502815008,-0.04837517757562296
134,0.18356698751449585,0.09630636870861053,0.043604232370853424,0.043650686740875244,0.1920342594385147,2.6636291750037344e-06,3.023278623004444e-06,0.08750221133232117,0.0016710897907614708,-0.04837286420730374
135,0.1383821666240692,0.05421876534819603,0.04204122722148895,0.04211562126874924,0.19197483360767365,3.257845037296647e-06,3.2948014450084884e-06,0.08741553127765656,0.0015439428389072418,-0.048377023854993186
136,0.17786814272403717,0.09237618744373322,0.042708851397037506,0.04277923330664635,0.1919158399105072,1.9017829799850006e-06,1.9569279174902476e-06,0.0873289406299591,0.0016313208034262061,-0.048376606622072216
137,0.12351182848215103,0.08911704272031784,0.01719268038868904,0.0171970222145319,0.19185717403888702,2.574608743088902e-06,2.503013774912688e-06,0.08724244683980942,0.0016199445817619562,-0.04837677906188051
138,0.03674104064702988,0.005172576755285263,0.015729043632745743,0.015834324061870575,0.19179746508598328,2.4479372768837493e-06,2.6470011107448954e-06,0.08715604990720749,0.0017083013663068414,-0.04837252504047114
139,0.10217341035604477,0.05282312259078026,0.024684380739927292,0.02466106414794922,0.19173762202262878,2.290555357831181e-06,2.557253765189671e-06,0.08706972748041153,0.0021201875060796738,-0.0483478894131436
140,0.14946530759334564,0.08332822471857071,0.033059749752283096,0.03307109698653221,0.19167810678482056,3.1159029276750516e-06,3.1099507395992987e-06,0.08698351681232452,0.0020293451379984617,-0.0483290276855865
