step,total_loss,actor_loss,q1_loss,q2_loss,alpha,cost_q1_loss,cost_q2_loss,lambda,cost_estimate,cost_gap
745,-0.1901116967201233,-0.22451229393482208,0.017284460365772247,0.017110196873545647,0.1561216413974762,3.4773479455907363e-06,2.4534977001167135e-06,0.048397667706012726,0.005481210071593523,-0.04418338028288598
746,-0.23133137822151184,-0.2549915611743927,0.011817535385489464,0.011838383972644806,0.15606628358364105,2.1288035441102693e-06,2.1248604298307328e-06,0.04835139587521553,0.004679562523961067,-0.04424023314254363
747,-0.23504525423049927,-0.2799259424209595,0.02233278565108776,0.022540098056197166,0.15601085126399994,3.7263550893840147e-06,4.085167347511742e-06,0.04830515757203102,0.005608135834336281,-0.04424781469369963
748,-0.19783011078834534,-0.2417660653591156,0.021578745916485786,0.02235102839767933,0.1559554487466812,3.182798081979854e-06,2.9993798307259567e-06,0.0482589527964592,0.005132087040692568,-0.04427881960698002
749,-0.25781625509262085,-0.2790752947330475,0.010596364736557007,0.010654947720468044,0.15589992702007294,4.497616373555502e-06,3.2232230751105817e-06,0.04821277782320976,0.0050769043155014515,-0.044311033410855946
750,-0.24057252705097198,-0.2686746418476105,0.014257527887821198,0.013839197345077991,0.15584440529346466,2.5367703528900165e-06,2.8616136660275515e-06,0.04816663637757301,0.0059239501133561134,-0.044299284234645346
751,-0.27973249554634094,-0.2966768741607666,0.008272841572761536,0.008666707202792168,0.15578874945640564,2.8400208975654095e-06,2.024826926572132e-06,0.04812052845954895,0.005463776178658009,-0.04431113121398018
752,-0.18618908524513245,-0.25297459959983826,0.03374582156538963,0.03303563594818115,0.1557333767414093,1.585699237693916e-06,2.4742321329540573e-06,0.04807445406913757,0.006254822015762329,-0.04428283355249305
753,-0.23653142154216766,-0.2735745310783386,0.0184863843023777,0.018551617860794067,0.15567806363105774,2.3695074560237117e-06,2.73518912763393e-06,0.04802842065691948,0.0063579995185136795,-0.044250791898942717
754,-0.25075316429138184,-0.2907097339630127,0.01970512606203556,0.02024419605731964,0.15562230348587036,3.71908367924334e-06,3.5442644730210304e-06,0.04798243194818497,0.00527232326567173,-0.044274636140712
755,-0.2083592265844345,-0.24420978128910065,0.017892705276608467,0.017954146489501,0.15556685626506805,1.4041399936104426e-06,2.3126817723095883e-06,0.04793647676706314,0.006377080921083689,-0.04424205028762221
756,-0.24077986180782318,-0.27837374806404114,0.018563196063041687,0.01902705617249012,0.155511274933815,1.8643917201188742e-06,1.793357910173654e-06,0.047890566289424896,0.0051788887940347195,-0.044271003333539366
757,-0.2248104214668274,-0.2474231719970703,0.011282097548246384,0.011324917897582054,0.15545563399791718,2.836691237462219e-06,2.898897946579382e-06,0.04784470051527023,0.006292433477938175,-0.044242831492965484
758,-0.23613284528255463,-0.27628037333488464,0.02003304660320282,0.02010679990053177,0.1554001271724701,3.896009275194956e-06,3.8111927551653935e-06,0.04779886454343796,0.006013961508870125,-0.044229991842873705
759,-0.23842118680477142,-0.2785937190055847,0.02006710134446621,0.020101452246308327,0.15534473955631256,2.302334678461193e-06,1.6635015072097303e-06,0.04775307700037956,0.0046960944309830666,-0.04428368752918087
760,-0.23913836479187012,-0.2826900780200958,0.021686585620045662,0.021861009299755096,0.15528927743434906,2.040505933109671e-06,2.0693664737336803e-06,0.047707319259643555,0.005208487156778574,-0.0443090787948829
761,-0.22730250656604767,-0.2571831941604614,0.014895662665367126,0.014980614185333252,0.15523391962051392,2.229606025139219e-06,2.1818771074322285e-06,0.047661591321229935,0.0051061189733445644,-0.044338318906471524
762,-0.23432286083698273,-0.2620801329612732,0.013568415306508541,0.014182226732373238,0.15517890453338623,3.012364686583169e-06,3.625244289651164e-06,0.0476159006357193,0.0051542408764362335,-0.044363690917326136
763,-0.23809882998466492,-0.2589395046234131,0.010113954544067383,0.010718959383666515,0.15512388944625854,3.690541916512302e-06,4.06660092266975e-06,0.04757023975253105,0.005894612055271864,-0.04435077576869624
764,-0.24266590178012848,-0.2654210925102234,0.011296761222183704,0.01145110186189413,0.1550690233707428,3.7620918647007784e-06,3.596075202949578e-06,0.04752460867166519,0.005123310722410679,-0.044377071444140895
765,-0.2257230579853058,-0.2450341284275055,0.009662759490311146,0.009644022211432457,0.15501442551612854,2.484774995537009e-06,1.7980406710194075e-06,0.047479014843702316,0.0054757799953222275,-0.04438442887216774
766,-0.23343320190906525,-0.25517383217811584,0.010776590555906296,0.01095692440867424,0.15495994687080383,3.6794126572203822e-06,3.4240169952681754e-06,0.04743345081806183,0.005769643932580948,-0.0443767252319303
767,-0.21559050679206848,-0.23383617401123047,0.009108629077672958,0.00913118664175272,0.15490582585334778,3.2419234230474103e-06,2.593415047158487e-06,0.04738792032003403,0.0064045884646475315,-0.04433765954710141
768,-0.22325076162815094,-0.26347264647483826,0.019994011148810387,0.020222702994942665,0.15485191345214844,3.1238973861036357e-06,2.0389402379805688e-06,0.04734243452548981,0.006627746857702732,-0.0442893892268612
769,-0.18220819532871246,-0.22454026341438293,0.021157274022698402,0.021167099475860596,0.15479829907417297,3.542986405591364e-06,4.138918484386522e-06,0.04729698970913887,0.0054658325389027596,-0.044301628138573
770,-0.21084903180599213,-0.2502807676792145,0.019656697288155556,0.019768191501498222,0.15474466979503632,3.3340970730932895e-06,3.503994548736955e-06,0.047251589596271515,0.005744664929807186,-0.04429931348515399
771,-0.25966405868530273,-0.2904284596443176,0.015063969418406487,0.015694692730903625,0.15469086170196533,2.7515659439814044e-06,2.9814798381266883e-06,0.047206223011016846,0.005665534641593695,-0.04430107107881661
772,-0.26680415868759155,-0.28646132349967957,0.010031129233539104,0.009621791541576385,0.15463705360889435,2.1287908111844445e-06,2.107816953866859e-06,0.04716089740395546,0.005770501215010881,-0.04429749246412523
773,-0.1912388652563095,-0.23452329635620117,0.02159871906042099,0.02167772315442562,0.15458349883556366,4.369068847154267e-06,3.6242474834580207e-06,0.047115616500377655,0.005966241005808115,-0.044284305790628566
774,-0.22492697834968567,-0.24119722843170166,0.008110856637358665,0.00815269723534584,0.15453022718429565,2.8184235816297587e-06,3.885010301019065e-06,0.04707038030028343,0.005614494904875755,-0.04428936575585335
775,-0.2972058355808258,-0.30729979276657104,0.004850846249610186,0.00523716164752841,0.15447646379470825,3.1942884106683778e-06,2.7823434720630758e-06,0.04702518880367279,0.005917391274124384,-0.044279027904354465
776,-0.25778305530548096,-0.27302029728889465,0.007651211228221655,0.007581732235848904,0.15442273020744324,2.0818172288272763e-06,2.197402409365168e-06,0.04698003828525543,0.005856621079146862,-0.044272245455179396
777,-0.22832071781158447,-0.2720036804676056,0.021562693640589714,0.02211456559598446,0.15436916053295135,2.9874393021600554e-06,2.726631919358624e-06,0.04693492874503136,0.006209333427250385,-0.04424816651105791
778,-0.27098968625068665,-0.2972320318222046,0.01265633199363947,0.013581392355263233,0.15431539714336395,2.1430807919387007e-06,2.476045438015717e-06,0.04688986763358116,0.0049857948906719685,-0.044286468440971415
779,-0.24132999777793884,-0.2630108594894409,0.010825539007782936,0.010851245373487473,0.1542617529630661,2.151323769794544e-06,1.9211463495594217e-06,0.046844836324453354,0.005504625849425793,-0.04429691372645156
780,-0.2744108736515045,-0.3185696601867676,0.02207944542169571,0.022068114951252937,0.15420766174793243,5.878970569028752e-06,5.374889042286668e-06,0.04679984599351883,0.005479376297444105,-0.044308099225256775
781,-0.22814296185970306,-0.2520197033882141,0.01174927782267332,0.012120968662202358,0.15415383875370026,3.618325081333751e-06,2.88298156192468e-06,0.046754904091358185,0.006263817194849253,-0.04427950340425147
782,-0.23268601298332214,-0.26712989807128906,0.016981063410639763,0.017456412315368652,0.15410014986991882,3.5950527035311097e-06,2.8134609237895347e-06,0.046709999442100525,0.005859059281647205,-0.04427257526995654
783,-0.1957542896270752,-0.21814362704753876,0.01111699640750885,0.011267086490988731,0.15404699742794037,3.067927764277556e-06,2.1888311039219843e-06,0.046665143221616745,0.005925282370299101,-0.04426268238794376
784,-0.23517340421676636,-0.2669980823993683,0.01584017090499401,0.01597687415778637,0.1539938598871231,4.0424138205708005e-06,3.592253051465377e-06,0.04662032797932625,0.005794691853225231,-0.04425981367588531
785,-0.24220062792301178,-0.27641981840133667,0.01681489497423172,0.017397690564393997,0.15394067764282227,3.273634320066776e-06,3.3422679734940175e-06,0.04657554253935814,0.004784273449331522,-0.044307609319624464
786,-0.2632982134819031,-0.2990291118621826,0.017675986513495445,0.018047794699668884,0.15388724207878113,3.823696715699043e-06,3.26403824146837e-06,0.046530790627002716,0.004994914401322603,-0.04434248313357711
787,-0.26248669624328613,-0.2796033024787903,0.008453012444078922,0.008656872436404228,0.15383383631706238,3.148407813569065e-06,3.58655506715877e-06,0.046486083418130875,0.006304549053311348,-0.04431013152423269
788,-0.26690128445625305,-0.2935306429862976,0.013253821060061455,0.013368038460612297,0.15378040075302124,3.6900541999784764e-06,3.8129307995404815e-06,0.04644140601158142,0.005717235151678324,-0.04430876319043714
789,-0.2508563697338104,-0.27963632345199585,0.01418665423989296,0.01458540465682745,0.1537269800901413,4.115956926398212e-06,3.7982817957527004e-06,0.04639677330851555,0.006306268274784088,-0.04427801161717607
790,-0.3099387288093567,-0.33011069893836975,0.010184167884290218,0.00998324528336525,0.15367326140403748,1.9950821297243237e-06,2.555625087552471e-06,0.04635218158364296,0.005574201699346304,-0.04428540095134996
791,-0.20325618982315063,-0.23394352197647095,0.015439318493008614,0.015242861583828926,0.1536199450492859,2.4471319193253294e-06,2.714267793635372e-06,0.046307630836963654,0.006240826100111008,-0.044259089598776905
792,-0.25706759095191956,-0.2723061740398407,0.0075364671647548676,0.007696698885411024,0.15356658399105072,3.16919158649398e-06,2.268438720420818e-06,0.04626313969492912,0.006883990950882435,-0.04420193557129394
793,-0.27428552508354187,-0.29819566011428833,0.011840741150081158,0.012063450179994106,0.15351319313049316,3.058610900552594e-06,2.8936124181200285e-06,0.04621869698166847,0.006875039543956518,-0.044148086815531416
794,-0.28308385610580444,-0.3384524881839752,0.027378974482417107,0.027984872460365295,0.15345926582813263,2.2023173187335487e-06,2.56344765148242e-06,0.0461743101477623,0.006133619230240583,-0.044134001513242815
795,-0.21731752157211304,-0.24083960056304932,0.011729717254638672,0.011783095076680183,0.15340584516525269,5.2156474339426495e-06,4.046061349072261e-06,0.0461299754679203,0.006274838466197252,-0.04411355951427082
796,-0.2534949481487274,-0.27346348762512207,0.010128648020327091,0.009834454394876957,0.15335266292095184,2.5905906113621313e-06,2.8182598725834396e-06,0.046085696667432785,0.006877996027469635,-0.044063981737183795
797,-0.22684285044670105,-0.23891735076904297,0.00604942487552762,0.006018712185323238,0.1532997488975525,3.292087058071047e-06,3.0699302442371845e-06,0.046041470021009445,0.0060060638934373856,-0.04406047945565274
798,-0.3073766231536865,-0.3165469765663147,0.004562929272651672,0.004600352607667446,0.1532464474439621,3.128827984255622e-06,3.970885700255167e-06,0.04599729925394058,0.0060466499999165535,-0.04405512298287427
799,-0.23562893271446228,-0.25413084030151367,0.009365927428007126,0.009129063226282597,0.15319335460662842,3.955400643462781e-06,2.9723132684011944e-06,0.0459531806409359,0.0063697900623083115,-0.044033877330615145
800,-0.28241080045700073,-0.2989548146724701,0.00802264828234911,0.008516577072441578,0.15314021706581116,2.3119646357372403e-06,2.4676633074705023e-06,0.04590911418199539,0.005587964318692684,-0.04405278524814975
801,-0.2630733251571655,-0.28888431191444397,0.012946880422532558,0.01286049373447895,0.15308696031570435,1.939805542860995e-06,1.6565743408136768e-06,0.04586508870124817,0.004826152231544256,-0.04410883837416505
802,-0.23931480944156647,-0.2808138430118561,0.02070223167538643,0.020791377872228622,0.15303388237953186,2.6414643343741773e-06,2.7756232157116756e-06,0.04582110792398453,0.005916912574321032,-0.04410755082674075
803,-0.19793182611465454,-0.2290724217891693,0.015387430787086487,0.015748269855976105,0.15298137068748474,2.384310391789768e-06,2.5049391751963412e-06,0.04577716812491417,0.005614871624857187,-0.04412142970416085
804,-0.29037991166114807,-0.30586421489715576,0.007748291362076998,0.007731371559202671,0.15292847156524658,2.100734036503127e-06,2.526771368138725e-06,0.045733269304037094,0.005799219012260437,-0.044125397268339785
805,-0.3035892844200134,-0.3198612928390503,0.008109926246106625,0.0081561841070652,0.15287524461746216,2.8123326956119854e-06,3.0876308301230893e-06,0.0456894151866436,0.006279421038925648,-0.044105156352976516
806,-0.23938986659049988,-0.261616051197052,0.01111263781785965,0.011106912046670914,0.15282221138477325,3.525929059833288e-06,3.1114818739297334e-06,0.04564560204744339,0.005929804872721434,-0.04410340829169162
807,-0.23936448991298676,-0.265613317489624,0.012954819947481155,0.013284912332892418,0.1527693271636963,4.887234808848007e-06,4.2087667679879814e-06,0.04560182988643646,0.005368404556065798,-0.044129817649303744
808,-0.22170020639896393,-0.23455208539962769,0.0065347314812242985,0.006304146721959114,0.15271694958209991,6.8332874434418045e-06,6.169907464936841e-06,0.045558102428913116,0.0059870281256735325,-0.04412397536055489
809,-0.23584675788879395,-0.25466078519821167,0.009443771094083786,0.009365334175527096,0.1526646465063095,2.515770347599755e-06,2.3923523713165196e-06,0.045514415949583054,0.005244685336947441,-0.04415554232567977
810,-0.27363041043281555,-0.2859896123409271,0.006250876467674971,0.006101805716753006,0.1526123583316803,3.7836580304428935e-06,2.697245236049639e-06,0.04547075927257538,0.006141665391623974,-0.04414068193981458
811,-0.26765888929367065,-0.2848007380962372,0.008476084098219872,0.008657170459628105,0.15255989134311676,5.284804956318112e-06,3.325374336782261e-06,0.045427143573760986,0.005059372168034315,-0.044180679234422135
812,-0.2482786476612091,-0.26921746134757996,0.010263178497552872,0.01066954992711544,0.15250760316848755,2.848763415386202e-06,3.2498969630978536e-06,0.04538356140255928,0.0061912196688354015,-0.04416208428925926
813,-0.27659285068511963,-0.2968670427799225,0.009939021430909634,0.010328918695449829,0.15245509147644043,3.547571395756677e-06,2.723106490520877e-06,0.04534002020955086,0.006762614473700523,-0.04411584935111127
814,-0.257350891828537,-0.27174365520477295,0.007009934168308973,0.007375327404588461,0.15240266919136047,3.8111634239612613e-06,3.7032064028608147e-06,0.04529653117060661,0.0070498548448085785,-0.04405756414131528
815,-0.13670524954795837,-0.25254207849502563,0.05838661640882492,0.05744149163365364,0.15235047042369843,3.4888316804426722e-06,5.234729997027898e-06,0.04525309428572655,0.008069027215242386,-0.043951234573487395
816,-0.2397351861000061,-0.26653382182121277,0.013104130513966084,0.013684801757335663,0.15229842066764832,4.971881480742013e-06,4.711256679001963e-06,0.045209720730781555,0.006877606268972158,-0.043909792531364414
817,-0.2712206244468689,-0.28762638568878174,0.008118851110339165,0.008279533125460148,0.15224626660346985,4.2776337068062276e-06,3.1141253202804364e-06,0.04516639932990074,0.006873944774270058,-0.043870605666082696
818,-0.27602308988571167,-0.2992629110813141,0.011862840503454208,0.011371767148375511,0.15219411253929138,2.7195594611839624e-06,2.5056078811758198e-06,0.045123141258955,0.005584820173680782,-0.043897834374094516
819,-0.2671133875846863,-0.2982748746871948,0.015468398109078407,0.015681074932217598,0.15214180946350098,5.647979378409218e-06,6.343047516566003e-06,0.04507993534207344,0.006293423008173704,-0.043888271504981105
820,-0.2722155451774597,-0.28244251012802124,0.005122245289385319,0.00509679364040494,0.15208962559700012,4.122340669709956e-06,3.820472102233907e-06,0.04503678157925606,0.006969518959522247,-0.04384538198175594
821,-0.25573116540908813,-0.28322264552116394,0.013595347292721272,0.01389090996235609,0.1520376205444336,2.686731932044495e-06,2.525700892874738e-06,0.04499369114637375,0.006602075882256031,-0.04382300908855534
822,-0.25088173151016235,-0.2717019319534302,0.010273868218064308,0.010538998059928417,0.15198566019535065,3.940816441172501e-06,3.409580131119583e-06,0.04495065286755562,0.005854577291756868,-0.043839129769539735
823,-0.27522632479667664,-0.29698383808135986,0.010849244892597198,0.01090406347066164,0.1519334614276886,2.3703676106379135e-06,1.8188156900578178e-06,0.04490766301751137,0.005668753758072853,-0.043863735593159106
824,-0.29452386498451233,-0.3074225187301636,0.00636690016835928,0.006527235731482506,0.15188121795654297,2.198429001509794e-06,2.3007198706181953e-06,0.0448647178709507,0.005776986479759216,-0.04388169948951319
825,-0.27862510085105896,-0.3002936840057373,0.01073421724140644,0.01093123760074377,0.15182889997959137,1.7680391692920239e-06,1.384140205118456e-06,0.04482181370258331,0.004843167960643768,-0.04394545611700534
826,-0.26398253440856934,-0.30216023325920105,0.018938487395644188,0.019230607897043228,0.1517764925956726,4.1605144360801205e-06,4.447702849574853e-06,0.044778939336538315,0.005520835518836975,-0.04397214153521323
827,-0.31107527017593384,-0.32829058170318604,0.008504461497068405,0.0087056253105402,0.1517237275838852,2.4953976662800414e-06,2.738427610893268e-06,0.0447361059486866,0.006133683957159519,-0.04396685026059459
828,-0.2705550789833069,-0.3057398796081543,0.017497798427939415,0.017680255696177483,0.15167082846164703,3.420742814341793e-06,3.3133942451968323e-06,0.04469330236315727,0.005032476969063282,-0.044016883899111695
829,-0.24744045734405518,-0.2611597776412964,0.006966058164834976,0.006746120285242796,0.15161849558353424,3.850974735541968e-06,3.3053793231374584e-06,0.04465052857995033,0.004712012596428394,-0.04408043907433469
830,-0.2722803056240082,-0.2920837998390198,0.009662806056439877,0.010133115574717522,0.15156616270542145,4.180273208476137e-06,3.396445663383929e-06,0.04460778832435608,0.005941414274275303,-0.04407934640690419
831,-0.3030819296836853,-0.3218231797218323,0.009422498755156994,0.009314576163887978,0.15151368081569672,2.1789628590340726e-06,2.0090978978259955e-06,0.044565074145793915,0.005496273282915354,-0.04410056542241321
832,-0.2537649869918823,-0.2855701446533203,0.01594751700758934,0.015852874144911766,0.15146127343177795,2.2757142232876504e-06,2.5162944439216517e-06,0.04452238231897354,0.006227029021829367,-0.04408418570020108
833,-0.2641906440258026,-0.2807462215423584,0.00826256349682808,0.008286826312541962,0.1514090597629547,2.7488881642057095e-06,3.421718702156795e-06,0.04447973147034645,0.006743073463439941,-0.04404282274201903
834,-0.2073459029197693,-0.28888562321662903,0.04069694131612778,0.040838517248630524,0.15135686099529266,2.049365320999641e-06,2.209631247751531e-06,0.04443711042404175,0.005976669490337372,-0.04404184813040121
835,-0.237032949924469,-0.25258955359458923,0.0077184513211250305,0.007833007723093033,0.15130503475666046,2.5006327177834464e-06,2.6593822894938057e-06,0.04439453035593033,0.006596902385354042,-0.04400991060461345
836,-0.2459723800420761,-0.2668793499469757,0.01044819038361311,0.010446996428072453,0.15125349164009094,5.614786459773313e-06,6.164552360132802e-06,0.04435198754072189,0.006852986291050911,-0.04396676575983023
837,-0.25870370864868164,-0.2944738268852234,0.018082870170474052,0.01767577789723873,0.1512017846107483,5.986209089314798e-06,5.48161779079237e-06,0.04430948942899704,0.00620220648124814,-0.043958317147776316
838,-0.2980325222015381,-0.32062792778015137,0.011635770089924335,0.010954000055789948,0.15114980936050415,2.489693542884197e-06,3.1377239793073386e-06,0.04426703229546547,0.0054521323181688786,-0.04398779467447905
839,-0.2720071077346802,-0.31808897852897644,0.023201512172818184,0.022874629124999046,0.1510976403951645,2.8677925456577213e-06,2.8726653908961453e-06,0.044224612414836884,0.00603858008980751,-0.04398647593626473
840,-0.2362634539604187,-0.3244152367115021,0.043844424188137054,0.044302016496658325,0.15104514360427856,2.6452923975739395e-06,2.686205561985844e-06,0.044182226061820984,0.0047383178025484085,-0.04405023624932407
841,-0.20653901994228363,-0.23373928666114807,0.013546220026910305,0.013645937666296959,0.15099307894706726,4.41052998212399e-06,3.7130403143237345e-06,0.04413988068699837,0.006095912307500839,-0.04404292882148282
842,-0.25365474820137024,-0.2857455015182495,0.015820739790797234,0.016262942925095558,0.15094095468521118,3.6891601666866336e-06,3.3658773190836655e-06,0.04409756138920784,0.005960651207715273,-0.04404274982002292
843,-0.25889304280281067,-0.2929959297180176,0.016669224947690964,0.01742585562169552,0.15088877081871033,4.081565293745371e-06,3.7190852708590683e-06,0.044055286794900894,0.006963321007788181,-0.043992446278632365
844,-0.218893364071846,-0.2623228430747986,0.02123076841235161,0.022187775000929832,0.15083694458007812,5.71229384149774e-06,5.224457709118724e-06,0.04401304945349693,0.005776786245405674,-0.04400398465243047
845,-0.309406042098999,-0.3378882110118866,0.014035392552614212,0.014439579099416733,0.15078473091125488,3.4868460261350265e-06,3.6925196127413074e-06,0.04397085681557655,0.00608003418892622,-0.04399978371036263
846,-0.2801000475883484,-0.32194334268569946,0.02066759578883648,0.02116916887462139,0.15073242783546448,3.6151957374386257e-06,2.9440323032758897e-06,0.04392870143055916,0.0066884541884064674,-0.043965371815424176
847,-0.325384259223938,-0.34498149156570435,0.009848382323980331,0.009743601083755493,0.1506797969341278,2.4333510282303905e-06,2.8059434953320306e-06,0.043886587023735046,0.006922884378582239,-0.043920959005723854
848,-0.2909396290779114,-0.31517016887664795,0.012168020009994507,0.012056946754455566,0.15062710642814636,2.904159828176489e-06,2.667772378117661e-06,0.043844521045684814,0.0067446911707520485,-0.043887676496900056
849,-0.3007069528102875,-0.3182671070098877,0.008843797259032726,0.00871170312166214,0.150574192404747,2.523734565329505e-06,2.117716121574631e-06,0.04380251094698906,0.006847399286925793,-0.04385092270770877
850,-0.28689464926719666,-0.31202104687690735,0.01266629621386528,0.012453160248696804,0.15052135288715363,3.6067169730813475e-06,3.326571686557145e-06,0.043760549277067184,0.006689389236271381,-0.043823907110509756
851,-0.2686541676521301,-0.29370465874671936,0.012682149186730385,0.012357564643025398,0.1504685878753662,5.196941401663935e-06,5.602859801001614e-06,0.04371863603591919,0.005490719340741634,-0.043858175787947186
852,-0.20617061853408813,-0.24182717502117157,0.018207797780632973,0.01744009740650654,0.15041619539260864,4.219927177473437e-06,4.440489647095092e-06,0.04367676377296448,0.005969511345028877,-0.04386679143129839
853,-0.27732551097869873,-0.31125587224960327,0.01664641685783863,0.017277322709560394,0.15036387741565704,3.6281905977375573e-06,2.9892953534726985e-06,0.043634943664073944,0.006481223739683628,-0.04384939067274928
854,-0.30469006299972534,-0.33009645342826843,0.012580505572259426,0.01281763892620802,0.15031132102012634,4.472570253710728e-06,3.7644470012310194e-06,0.043593164533376694,0.006483632139861584,-0.04383273953211874
855,-0.3222219944000244,-0.35208725929260254,0.014776757918298244,0.015078927390277386,0.15025824308395386,4.82775521959411e-06,4.737820290756645e-06,0.04355143383145332,0.005987876560539007,-0.043841708727485856
856,-0.23860719799995422,-0.26679643988609314,0.014289234764873981,0.013889042660593987,0.15020565688610077,5.757677172368858e-06,5.215576948103262e-06,0.043509744107723236,0.007400910370051861,-0.04377957777260897
857,-0.27367299795150757,-0.300429105758667,0.013124617747962475,0.013627780601382256,0.15015335381031036,1.8333471416553948e-06,1.8807277228916064e-06,0.04346810281276703,0.0067221433855593204,-0.043754491714700555
858,-0.32461780309677124,-0.3425285816192627,0.008819996379315853,0.009086291305720806,0.15010075271129608,2.175003373849904e-06,2.320150770174223e-06,0.043426513671875,0.0062433695420622826,-0.04375459865186242
859,-0.29876524209976196,-0.32594990730285645,0.01356375403702259,0.013615456409752369,0.15004810690879822,3.014966068803915e-06,2.437321882098331e-06,0.04338497295975685,0.006702846847474575,-0.04373172637689556
860,-0.35105472803115845,-0.3717085123062134,0.010222668759524822,0.0104236900806427,0.14999529719352722,3.6205528886057436e-06,3.821617156063439e-06,0.04334348440170288,0.00582425482571125,-0.04375392731676522
861,-0.30803075432777405,-0.3227683901786804,0.007458691019564867,0.007273147813975811,0.14994244277477264,2.6017487471108325e-06,3.2196562642639037e-06,0.04330204427242279,0.0073870699852705,-0.04369687745166344
862,-0.2827005982398987,-0.3084258437156677,0.01256602257490158,0.01314978301525116,0.14988979697227478,4.041291049361462e-06,5.3556891543848906e-06,0.04326065257191658,0.00584422517567873,-0.04371982232029633
863,-0.3273451030254364,-0.34728291630744934,0.010039127431809902,0.009891781955957413,0.14983703196048737,3.7729919313278515e-06,3.125117018498713e-06,0.04321930184960365,0.006391305010765791,-0.043714265953743225
864,-0.32479992508888245,-0.3566930890083313,0.015501412563025951,0.01638270542025566,0.14978384971618652,4.425435236043995e-06,4.6524396566383075e-06,0.043178003281354904,0.006014854647219181,-0.0437278099236951
865,-0.3097619116306305,-0.3261409401893616,0.008189923129975796,0.008184125646948814,0.1497308760881424,1.8545051716500893e-06,3.128822754661087e-06,0.043136753141880035,0.007428721524775028,-0.0436699833512716
866,-0.2926379442214966,-0.31598156690597534,0.011732863262295723,0.011606235057115555,0.14967799186706543,2.4066232526820386e-06,2.0769300590472994e-06,0.04309555143117905,0.006471049506217241,-0.043662931708397155
867,-0.3051906228065491,-0.3481374680995941,0.02138284221291542,0.021558884531259537,0.1496250331401825,2.669482228156994e-06,2.4483240395056782e-06,0.04305439814925194,0.007434061728417873,-0.0436080820365564
868,-0.31116050481796265,-0.34726011753082275,0.018074676394462585,0.018019182607531548,0.14957170188426971,3.0793332825851394e-06,2.6872221496887505e-06,0.04301328584551811,0.005425230134278536,-0.043656416428014655
869,-0.3340412676334381,-0.35311493277549744,0.00968068465590477,0.00938657857477665,0.14951831102371216,3.2986238238663645e-06,3.101182301179506e-06,0.042972225695848465,0.006328378804028034,-0.04365717666641252
870,-0.311512291431427,-0.3417340815067291,0.015082228928804398,0.015135902911424637,0.14946480095386505,1.9073816019954393e-06,1.7353980865664198e-06,0.0429312027990818,0.005600836127996445,-0.043694276026692076
871,-0.2990903854370117,-0.3148907721042633,0.00774448411539197,0.008049806579947472,0.1494114100933075,3.1472989121539285e-06,2.923501597251743e-06,0.042890217155218124,0.0050386399962008,-0.043757630225547434
872,-0.31210291385650635,-0.34287774562835693,0.01570013165473938,0.015068331733345985,0.1493579000234604,2.9920829547336325e-06,3.4052550290653016e-06,0.042849261313676834,0.00632056500762701,-0.04375372046388871
873,-0.32697510719299316,-0.33739256858825684,0.005149387754499912,0.005260051228106022,0.14930452406406403,3.4496506486902945e-06,4.567924861476058e-06,0.04280834645032883,0.006040518172085285,-0.04376400853209001
874,-0.2564587891101837,-0.2806142568588257,0.011941228993237019,0.012207181192934513,0.14925162494182587,3.498194246276398e-06,3.5804466733679874e-06,0.04276745766401291,0.00570679409429431,-0.04379046840077079
875,-0.2940700054168701,-0.30637237429618835,0.006053771823644638,0.0062418305315077305,0.1491989940404892,3.3826090657385066e-06,3.3686660572129767e-06,0.04272659868001938,0.006206642836332321,-0.04379061283891564
876,-0.32393044233322144,-0.3526149094104767,0.01434049941599369,0.014334781095385551,0.14914622902870178,4.2586329982441384e-06,4.947684374201344e-06,0.042685769498348236,0.006074529141187668,-0.043797355739910476
877,-0.33685338497161865,-0.3514012098312378,0.007101685274392366,0.007441102061420679,0.14909332990646362,2.538384478611988e-06,2.5107524379563984e-06,0.04264498129487038,0.00605598371475935,-0.04380468876717698
878,-0.3256109952926636,-0.34555584192276,0.009946806356310844,0.009990569204092026,0.14904046058654785,3.6632602586905705e-06,3.825683052127715e-06,0.042604219168424606,0.00622958829626441,-0.043802974914004915
879,-0.27722588181495667,-0.3086555600166321,0.016106918454170227,0.015318677760660648,0.14898787438869476,1.9261344732512953e-06,2.133747557309107e-06,0.042563486844301224,0.0051794834434986115,-0.043853851996129734
880,-0.29711130261421204,-0.3268119692802429,0.015286318026483059,0.014402750879526138,0.14893534779548645,5.77350920138997e-06,5.801299266749993e-06,0.04252278059720993,0.007016003131866455,-0.043810359239729924
881,-0.2756318151950836,-0.3005456328392029,0.012691311538219452,0.012215100228786469,0.14888329803943634,3.742702119780006e-06,3.632709422163316e-06,0.04248211532831192,0.005822799634188414,-0.04382870129603401
882,-0.2562047243118286,-0.2941553592681885,0.018858525902032852,0.01908397115767002,0.14883151650428772,3.7905176668573404e-06,4.353887561592273e-06,0.0424414798617363,0.006823456846177578,-0.04379609338892343
883,-0.3391359746456146,-0.3480927646160126,0.0043836054392158985,0.0045662508346140385,0.14877957105636597,3.3933786198758753e-06,3.5317218589625554e-06,0.04240088164806366,0.00652666948735714,-0.0437799552451094
