env_step,episode,train_step,0_episode_r,1_episode_r,2_episode_r,3_episode_r,4_episode_r,5_episode_r,mean_episode_r,action_left_mean,action_right_mean,action_abs_mean,action_std,mean_episode_cost,safety_cost_rate,projection_intervention_rate,num_target,num_collision,finish_time
800,1,634,-5.905617713928223,-6.033939361572266,-7.0448102951049805,-4.642744064331055,-3.0586352348327637,-4.597116947174072,-5.2138106028238935,0.0004705421160906553,0.002362330909818411,0.16804863512516022,0.22430936992168427,126.9765899380048,0.1587207285563151,0.02458836555480957,0.0,0,800.0
1600,2,1434,-0.5847910642623901,-0.4011342525482178,5.116710186004639,-7.297857761383057,-6.113363742828369,5.250601768493652,-0.6716391444206238,-0.03861366957426071,-0.004547672811895609,0.15721996128559113,0.1965136080980301,58.71921761830648,0.0733990224202474,0.0050608007113138835,0.0,1,800.0
2400,3,2234,-6.055621147155762,4.546029567718506,-4.703328609466553,-4.455690383911133,-7.844992637634277,1.512108325958252,-2.8335824807484946,0.03834542632102966,0.030898023396730423,0.19150419533252716,0.23506030440330505,15.062927722930908,0.018828659057617186,0.002598479191462199,0.0,0,800.0
3200,4,3034,-0.20189893245697021,7.383099555969238,-1.22687828540802,-3.4519412517547607,-5.790189743041992,0.5779929161071777,-0.4516359567642212,0.012100538238883018,0.041225966066122055,0.20607878267765045,0.2565523087978363,24.87443021933238,0.031093037923177084,0.003954749902089437,0.0,0,800.0
4000,5,3834,-1.6206055879592896,-1.2805941104888916,-4.459151268005371,-6.7384538650512695,-2.4092020988464355,-3.5431466102600098,-3.341858923435211,-0.001855627284385264,0.017649734392762184,0.21715523302555084,0.2711296081542969,88.47360801696777,0.1105920155843099,0.009741432666778564,0.0,0,800.0
4800,6,4634,0.5830578804016113,-1.9259729385375977,-1.973867654800415,1.364281177520752,5.290602684020996,-4.838789939880371,-0.2501147985458374,-0.002709022257477045,-0.005551174283027649,0.1905374825000763,0.2415010631084442,77.92067432403564,0.09740084330240885,0.008059503237406413,0.0,0,800.0
5600,7,5434,-0.8396248817443848,2.270404100418091,4.169897079467773,6.321221351623535,-1.7681913375854492,9.859084129333496,3.3354650735855103,0.03182639926671982,0.03758256137371063,0.23040062189102173,0.28502780199050903,14.755068143208822,0.019237379051715797,0.00227432404327061,1.0,0,800.0
