env_step,episode,train_step,0_episode_r,1_episode_r,2_episode_r,3_episode_r,4_episode_r,5_episode_r,mean_episode_r,action_left_mean,action_right_mean,action_abs_mean,action_std,num_target,num_collision,finish_time
800,1,634,-5.054640293121338,-4.603610992431641,-9.539581298828125,-7.150238037109375,-7.73787260055542,-4.763628005981445,-6.474928538004558,0.010415214113891125,0.0182656217366457,0.2325344830751419,0.285704642534256,0.0,0,800.0
1600,2,1434,-4.722992897033691,2.762122631072998,3.0080480575561523,-2.6607861518859863,-6.58254861831665,-0.9172804355621338,-1.5189062356948853,0.012099641375243664,0.034331440925598145,0.23984722793102264,0.29812952876091003,2.0,0,800.0
2400,3,2234,-4.289531230926514,2.753973960876465,-1.829373836517334,-4.30548095703125,-1.6837670803070068,-2.990279197692871,-2.057409723599752,0.01955975592136383,0.04338809475302696,0.247616708278656,0.3067570626735687,1.0,0,800.0
3200,4,3034,5.907491207122803,-2.3451132774353027,8.106925010681152,4.138310432434082,0.4534735679626465,8.669147491455078,4.155039072036743,0.03208429738879204,0.05282827839255333,0.2109573930501938,0.2801918685436249,3.0,4,800.0
4000,5,3834,8.930875778198242,-10.960844039916992,6.540964603424072,1.899611234664917,-2.913841724395752,-3.099745988845825,0.06616997718811035,0.006586412899196148,0.020581865683197975,0.22065763175487518,0.3044314682483673,2.0,6,800.0
4800,6,4634,4.565774917602539,13.130657196044922,7.065114498138428,5.861490249633789,7.059925079345703,10.798905372619629,8.080311218897501,0.049742985516786575,0.06817957758903503,0.1995430886745453,0.2916441261768341,4.0,0,800.0
5600,7,5434,8.521038055419922,13.280529022216797,7.55722713470459,8.542569160461426,11.665933609008789,15.163476943969727,10.788462320963541,0.035924941301345825,0.03251659497618675,0.15775340795516968,0.270894318819046,5.0,1,800.0
6400,8,6234,-0.11765098571777344,6.884049415588379,13.75117301940918,9.04193115234375,16.738292694091797,9.923293113708496,9.370181401570639,0.0408785454928875,0.04696529731154442,0.12413352727890015,0.25139927864074707,5.0,0,800.0
7200,9,7034,11.242294311523438,0.05254077911376953,14.611957550048828,8.27883529663086,19.53384780883789,7.636918067932129,10.226065635681152,0.03778291866183281,0.033227697014808655,0.12423288077116013,0.25813379883766174,5.0,0,800.0
8000,10,7834,8.78918170928955,-2.867724895477295,10.39314079284668,-9.985746383666992,7.232560157775879,13.779130935668945,4.556757052739461,0.054176364094018936,0.04130619764328003,0.20315122604370117,0.33344656229019165,4.0,6,800.0
8800,11,8634,14.169795036315918,-5.130258560180664,-1.6722725629806519,8.381902694702148,13.981683731079102,8.825212478637695,6.4260104695955915,0.0911269262433052,0.07745867222547531,0.22789019346237183,0.3564298748970032,4.0,4,800.0
9600,12,9434,8.510587692260742,15.149923324584961,20.186508178710938,-9.337118148803711,9.937807083129883,-3.655729293823242,6.798663139343262,0.06703387945890427,0.043821386992931366,0.16621024906635284,0.32095298171043396,4.0,14,800.0
10400,13,10234,19.17993927001953,9.967466354370117,-0.6967892646789551,10.819662094116211,9.03470516204834,19.798580169677734,11.35059396425883,0.09187289327383041,0.07799282670021057,0.12746673822402954,0.2758878469467163,5.0,0,800.0
10498,14,10332,18.255834579467773,19.000110626220703,7.674782752990723,13.802342414855957,8.358859062194824,21.909738540649414,14.833611329396566,0.3882802724838257,0.4177039563655853,0.41148725152015686,0.4022376537322998,6.0,0,98.0
11298,15,11132,8.90003776550293,14.151817321777344,9.996868133544922,15.225902557373047,9.888257026672363,19.703964233398438,12.977807839711508,0.09439799934625626,0.08864729851484299,0.11753485351800919,0.2707354426383972,5.0,0,800.0
12098,16,11932,21.783782958984375,19.926376342773438,16.817398071289062,10.964143753051758,16.93027687072754,11.253525733947754,16.279250621795654,0.11180474609136581,0.09530572593212128,0.12850402295589447,0.2947929799556732,5.0,0,800.0
12898,17,12732,2.593194007873535,15.474949836730957,9.879964828491211,7.359398365020752,9.573382377624512,20.636066436767578,10.919492642084757,0.060765475034713745,0.06678637117147446,0.07918430119752884,0.22959235310554504,5.0,0,800.0
13698,18,13532,8.498664855957031,14.374479293823242,11.44478702545166,20.555805206298828,20.701242446899414,11.997143745422363,14.595353762308756,0.09104155749082565,0.08909481763839722,0.1178051233291626,0.2803405523300171,5.0,0,800.0
14353,19,14187,27.150245666503906,12.532739639282227,10.888132095336914,14.834396362304688,20.279678344726562,8.509239196777344,15.699071884155273,0.12328941375017166,0.11675018817186356,0.15650242567062378,0.3257318437099457,6.0,0,655.0
15153,20,14987,12.908645629882812,20.581064224243164,0.5895686149597168,14.275293350219727,10.50957202911377,21.828704833984375,13.448808113733927,0.16621802747249603,0.1745356172323227,0.18179495632648468,0.3494413197040558,5.0,0,800.0
15953,21,15787,8.870687484741211,15.54326057434082,17.476303100585938,11.42110824584961,-1.6032686233520508,11.365249633789062,10.512223402659098,0.12368372827768326,0.14919890463352203,0.14560186862945557,0.3188706636428833,5.0,0,800.0
