env_step,episode,train_step,0_episode_r,1_episode_r,2_episode_r,3_episode_r,4_episode_r,5_episode_r,mean_episode_r,action_left_mean,action_right_mean,action_abs_mean,action_std,num_target,num_collision,finish_time
800,1,634,-1.2157249450683594,1.2572970390319824,-3.2530815601348877,-3.3839826583862305,-15.006560325622559,-2.528097152709961,-4.021691600481669,0.006407096982002258,0.025539284572005272,0.23010362684726715,0.2838895320892334,0.0,0,800.0
1600,2,1434,-13.101518630981445,7.1646223068237305,-2.20733380317688,-24.663021087646484,12.912677764892578,-19.08957862854004,-6.497358679771423,0.025970064103603363,0.02085745334625244,0.25188493728637695,0.30538123846054077,0.0,0,800.0
2400,3,2234,21.534442901611328,4.428872585296631,1.572648525238037,42.06032180786133,20.565736770629883,24.212509155273438,19.062421957651775,0.06511597335338593,0.06681158393621445,0.25201770663261414,0.30496424436569214,2.0,0,800.0
3200,4,3034,19.155458450317383,40.18629455566406,13.101601600646973,18.148529052734375,19.36944580078125,19.29213523864746,21.542244116465252,0.01720549911260605,0.020461564883589745,0.20157471299171448,0.2848901152610779,2.0,0,800.0
3599,5,3433,48.869747161865234,37.04087448120117,44.074153900146484,35.98374557495117,45.76601028442383,20.724369049072266,38.743150075276695,0.08516113460063934,0.08890674263238907,0.24435029923915863,0.33832553029060364,6.0,0,399.0
4399,6,4233,24.422948837280273,41.39917755126953,-24.771486282348633,-16.147109985351562,13.904716491699219,43.763023376464844,13.76187833150228,0.006711522117257118,0.016770141199231148,0.14045283198356628,0.26657265424728394,5.0,0,800.0
5199,7,5033,14.787178039550781,38.59747314453125,35.953453063964844,-47.89911651611328,-39.60748291015625,55.459903717041016,9.54856808980306,0.06826210021972656,0.059215620160102844,0.19037525355815887,0.3270144760608673,4.0,0,800.0
5546,8,5380,52.84271240234375,24.811254501342773,43.93860626220703,26.64942169189453,44.28367614746094,19.648975372314453,35.362441062927246,0.12610359489917755,0.10894016921520233,0.17520660161972046,0.33059293031692505,6.0,0,347.0
5982,9,5816,34.400638580322266,19.992900848388672,42.48619842529297,27.26587677001953,53.094669342041016,44.098541259765625,36.889804204305015,0.11742496490478516,0.10685354471206665,0.16161982715129852,0.3186053931713104,6.0,0,436.0
6782,10,6616,28.73619842529297,26.642919540405273,37.2098503112793,29.06728744506836,37.81233215332031,11.204948425292969,28.445589383443195,0.088933564722538,0.07973889261484146,0.1783643364906311,0.32975929975509644,4.0,1,800.0
7162,11,6996,52.15199661254883,33.720680236816406,38.376312255859375,37.017723083496094,21.45292091369629,37.79304504394531,36.752113024393715,0.11368340998888016,0.12479107826948166,0.15434932708740234,0.31971752643585205,6.0,0,380.0
7962,12,7796,26.38979721069336,22.22625732421875,61.687347412109375,38.20988464355469,16.571331024169922,34.97743225097656,33.343674977620445,0.13108210265636444,0.14917273819446564,0.1512194573879242,0.31917229294776917,5.0,0,800.0
8762,13,8596,24.620227813720703,23.30465316772461,26.423992156982422,42.68540954589844,57.31000518798828,31.72693634033203,34.34520403544108,0.14707164466381073,0.14112859964370728,0.1530846208333969,0.32071569561958313,5.0,0,800.0
8858,14,8692,29.90117073059082,22.548513412475586,35.25114440917969,65.97230529785156,49.465850830078125,12.703035354614258,35.97367000579834,0.4268994927406311,0.40569472312927246,0.4267025589942932,0.4422357380390167,6.0,0,96.0
