step,total_loss,actor_loss,q1_loss,q2_loss,alpha
1,0.18879374861717224,0.08687027543783188,0.03579651936888695,0.06612695008516312,0.19993999600410461
2,0.16302208602428436,0.0856272429227829,0.028417950496077538,0.04897689074277878,0.1998799592256546
3,0.19293835759162903,0.12296988070011139,0.026499543339014053,0.04346892982721329,0.19982002675533295
4,0.19469062983989716,0.1369374543428421,0.026274684816598892,0.03147849440574646,0.19976013898849487
5,0.2362697869539261,0.16195914149284363,0.03660605475306511,0.03770458698272705,0.1997004747390747
6,0.19526876509189606,0.15769723057746887,0.018336592242121696,0.01923493668437004,0.19964081048965454
7,0.1725578010082245,0.07411794364452362,0.05065054073929787,0.0477893203496933,0.1995805948972702
8,0.23224547505378723,0.12064389884471893,0.056356143206357956,0.055245425552129745,0.1995202749967575
9,0.21477022767066956,0.12205461412668228,0.0469357855618,0.04577982798218727,0.19945986568927765
10,0.15008746087551117,0.1219162717461586,0.013451235368847847,0.014719950966536999,0.1993994116783142
11,0.2786908447742462,0.10220685601234436,0.08480356633663177,0.09168042987585068,0.19933876395225525
12,0.1819608509540558,0.1133335679769516,0.03426237404346466,0.03436490148305893,0.1992780864238739
13,0.10222692787647247,0.0659443587064743,0.01798444613814354,0.01829811930656433,0.1992170363664627
14,0.2692696154117584,0.11612340062856674,0.07373183220624924,0.07941438257694244,0.19915618002414703
15,0.1605684608221054,0.05733511596918106,0.04815986752510071,0.05507347360253334,0.1990950107574463
16,0.1302797943353653,0.08267326653003693,0.02185252495110035,0.025754008442163467,0.19903390109539032
17,0.09183922410011292,0.02836076356470585,0.029502306133508682,0.033976152539253235,0.19897246360778809
18,0.028564272448420525,-0.02488294616341591,0.025755276903510094,0.02769194170832634,0.1989104151725769
19,0.07676052302122116,0.04543774202466011,0.015145299956202507,0.016177484765648842,0.19884854555130005
20,0.0601888969540596,-0.02429790049791336,0.04142529517412186,0.043061502277851105,0.19878627359867096
21,0.017679214477539062,-0.03757087141275406,0.02716553583741188,0.02808455005288124,0.19872373342514038
22,0.009981917217373848,-0.04254421591758728,0.026886487379670143,0.025639645755290985,0.1986609399318695
23,0.02702507935464382,-0.030839325860142708,0.029181241989135742,0.028683163225650787,0.19859814643859863
24,-0.03054705634713173,-0.10088372230529785,0.034956805408000946,0.035379860550165176,0.19853481650352478
25,0.027375660836696625,-0.037551939487457275,0.032161325216293335,0.032766275107860565,0.19847173988819122
26,-0.00012221001088619232,-0.05767617002129555,0.02920489013195038,0.028349069878458977,0.19840873777866364
27,0.029817253351211548,-0.06121974065899849,0.0445527657866478,0.04648422822356224,0.19834576547145844
28,-0.07270261645317078,-0.09805329889059067,0.012400996871292591,0.012949686497449875,0.19828259944915771
29,-0.012974148616194725,-0.05075884982943535,0.01917208731174469,0.018612613901495934,0.19821973145008087
30,-0.019648145884275436,-0.07793315500020981,0.028375521302223206,0.029909487813711166,0.19815687835216522
31,0.00629955530166626,-0.1286742091178894,0.06658453494310379,0.06838922947645187,0.19809356331825256
32,0.026685472577810287,-0.043876443058252335,0.03532085195183754,0.03524106368422508,0.19803082942962646
33,-0.0849335566163063,-0.14837810397148132,0.032174162566661835,0.031270384788513184,0.19796758890151978
34,-0.08729056268930435,-0.12867119908332825,0.020761623978614807,0.02061901055276394,0.19790400564670563
35,-0.044233616441488266,-0.1428092122077942,0.049057524651288986,0.04951806738972664,0.19784024357795715
36,-0.14325541257858276,-0.21792586147785187,0.03791236877441406,0.03675808757543564,0.19777558743953705
37,-0.18552149832248688,-0.20664283633232117,0.010201837867498398,0.010919494554400444,0.197710320353508
38,-0.13596384227275848,-0.18506073951721191,0.024771902710199356,0.024324998259544373,0.19764474034309387
39,-0.11559674143791199,-0.15652737021446228,0.020372621715068817,0.020558001473546028,0.19757917523384094
40,-0.08804303407669067,-0.14151553809642792,0.02615419216454029,0.02731831558048725,0.1975138783454895
41,-0.17343351244926453,-0.22898375988006592,0.028417959809303284,0.02713228575885296,0.19744791090488434
42,-0.15625210106372833,-0.22737360000610352,0.03421197086572647,0.03690953180193901,0.1973814070224762
43,-0.12438978999853134,-0.1586349904537201,0.016751477494835854,0.01749371737241745,0.19731517136096954
44,-0.163028746843338,-0.19613370299339294,0.016926433891057968,0.016178516671061516,0.19724880158901215
45,-0.1143421158194542,-0.13812516629695892,0.012228859588503838,0.011554189026355743,0.19718290865421295
46,-0.16688518226146698,-0.19428808987140656,0.013452569954097271,0.013950339518487453,0.19711674749851227
47,-0.16358201205730438,-0.193442240357399,0.0150127112865448,0.014847513288259506,0.19705049693584442
48,-0.23332172632217407,-0.2614278197288513,0.0137593699619174,0.014346721582114697,0.1969834417104721
49,-0.16351181268692017,-0.18738532066345215,0.01194009743630886,0.01193341612815857,0.19691646099090576
50,-0.17806310951709747,-0.20392757654190063,0.01282122265547514,0.01304323785007,0.19684937596321106
51,-0.13634911179542542,-0.22571174800395966,0.043205227702856064,0.04615740105509758,0.19678202271461487
52,-0.11879599839448929,-0.1690659075975418,0.024000797420740128,0.02626911550760269,0.19671504199504852
53,-0.13641968369483948,-0.2061144858598709,0.0336594320833683,0.03603537753224373,0.1966480314731598
54,-0.14780724048614502,-0.22654926776885986,0.038605719804763794,0.04013630002737045,0.1965809017419815
55,-0.17732036113739014,-0.2231454700231552,0.0220554880797863,0.023769615218043327,0.1965138465166092
56,-0.18058955669403076,-0.22266018390655518,0.020692110061645508,0.021378524601459503,0.19644689559936523
57,-0.24219074845314026,-0.2775554358959198,0.01744120568037033,0.01792347989976406,0.1963796615600586
58,-0.26773732900619507,-0.2911737561225891,0.011884713545441628,0.011551699601113796,0.1963120400905609
59,-0.23835517466068268,-0.2977440357208252,0.02857903204858303,0.030809830874204636,0.1962442547082901
60,-0.2855870723724365,-0.3210536241531372,0.0172000490128994,0.018266502767801285,0.19617614150047302
61,-0.2618725895881653,-0.30706220865249634,0.02253837138414383,0.02265126444399357,0.1961079090833664
62,-0.2648800015449524,-0.3589351773262024,0.044892698526382446,0.04916246607899666,0.19603921473026276
63,-0.31667980551719666,-0.34773239493370056,0.015514408238232136,0.015538194216787815,0.19597040116786957
64,-0.29039791226387024,-0.336822509765625,0.023081248626112938,0.02334335446357727,0.19590169191360474
65,-0.3179682493209839,-0.3661031723022461,0.024083485826849937,0.024051431566476822,0.19583287835121155
66,-0.2629661560058594,-0.33973628282546997,0.03918914496898651,0.03758097440004349,0.19576427340507507
67,-0.30691349506378174,-0.34344691038131714,0.017672771587967873,0.018860643729567528,0.1956958919763565
68,-0.3145798146724701,-0.33751681447029114,0.01137364748865366,0.011563368141651154,0.1956278681755066
69,-0.33759355545043945,-0.36442092061042786,0.01399821788072586,0.012829149141907692,0.19555994868278503
70,-0.3941945433616638,-0.42332974076271057,0.014883537776768208,0.014251645654439926,0.19549153745174408
71,-0.39419683814048767,-0.4381219744682312,0.021989384666085243,0.02193576470017433,0.19542264938354492
72,-0.3802587389945984,-0.3958495259284973,0.008244577795267105,0.007346214260905981,0.1953536719083786
73,-0.3859139084815979,-0.4046870172023773,0.009349856525659561,0.00942324846982956,0.1952846348285675
74,-0.3860066533088684,-0.44389790296554565,0.029087288305163383,0.02880396880209446,0.19521504640579224
75,-0.35708653926849365,-0.4026080071926117,0.02262909524142742,0.02289239689707756,0.19514550268650055
76,-0.35499170422554016,-0.3835659623146057,0.014162327162921429,0.014411933720111847,0.19507616758346558
77,-0.36855843663215637,-0.39975303411483765,0.015736639499664307,0.015457944944500923,0.19500701129436493
78,-0.364612340927124,-0.3810015916824341,0.008153627626597881,0.008235628716647625,0.1949380785226822
79,-0.3544098138809204,-0.4179404079914093,0.03182589262723923,0.031704701483249664,0.1948690265417099
80,-0.37676241993904114,-0.41491609811782837,0.018508894369006157,0.01964479498565197,0.19479988515377045
81,-0.36975938081741333,-0.4136504828929901,0.022143248468637466,0.021747862920165062,0.1947306990623474
82,-0.4200843870639801,-0.4430989623069763,0.011624018661677837,0.01139057520776987,0.1946612447500229
83,-0.3370140790939331,-0.4276328682899475,0.04568146914243698,0.04493729770183563,0.19459180533885956
84,-0.39762169122695923,-0.42182469367980957,0.011978651396930218,0.012224343605339527,0.1945224106311798
85,-0.3937235474586487,-0.41448962688446045,0.009932076558470726,0.010834005661308765,0.1944531798362732
86,-0.37979379296302795,-0.4367370903491974,0.02887539751827717,0.02806788682937622,0.19438400864601135
87,-0.39481133222579956,-0.460387647151947,0.032537009567022324,0.03303929790854454,0.19431468844413757
88,-0.42558491230010986,-0.4564414620399475,0.014793302863836288,0.016063233837485313,0.194245383143425
89,-0.43777966499328613,-0.464997261762619,0.01368370559066534,0.0135338818654418,0.19417613744735718
90,-0.4758933186531067,-0.5068268775939941,0.015512065961956978,0.015421491116285324,0.1941065788269043
91,-0.4882650375366211,-0.515651524066925,0.013830197975039482,0.013556290417909622,0.1940367966890335
92,-0.4873731732368469,-0.5055838823318481,0.008908606134355068,0.009302095510065556,0.19396694004535675
93,-0.4661809802055359,-0.5122033953666687,0.0229397714138031,0.023082640022039413,0.19389702379703522
94,-0.45164892077445984,-0.48790282011032104,0.018453236669301987,0.01780066266655922,0.1938273012638092
95,-0.5071765780448914,-0.5279436111450195,0.010304578579962254,0.010462440550327301,0.19375741481781006
96,-0.4861834943294525,-0.5114636421203613,0.012341771274805069,0.012938377447426319,0.1936875581741333
97,-0.5331660509109497,-0.5436137914657593,0.0053339614532887936,0.0051137604750692844,0.19361747801303864
98,-0.5189939141273499,-0.5286687612533569,0.004775597248226404,0.004899266175925732,0.19354738295078278
99,-0.4997194707393646,-0.5193883180618286,0.009919119998812675,0.009749732911586761,0.19347728788852692
100,-0.48759835958480835,-0.49705880880355835,0.0049933926202356815,0.00446708407253027,0.19340743124485016
101,-0.5061712265014648,-0.5283257365226746,0.011288262903690338,0.010866201482713223,0.19333747029304504
102,-0.5022439956665039,-0.5315700769424438,0.014832577668130398,0.014493533410131931,0.19326739013195038
103,-0.5352226495742798,-0.5436311960220337,0.003739134408533573,0.0046694474294781685,0.19319720566272736
104,-0.5448609590530396,-0.5481436848640442,0.001489514485001564,0.0017931992188096046,0.1931268870830536
105,-0.5175284743309021,-0.5291616320610046,0.0060022203251719475,0.005630917381495237,0.1930566132068634
106,-0.4945228397846222,-0.5199178457260132,0.013118530623614788,0.012276510708034039,0.19298650324344635
107,-0.5028846859931946,-0.5276899337768555,0.013085409067571163,0.01171980518847704,0.19291652739048004
108,-0.552487313747406,-0.5631921291351318,0.0053507545962929726,0.005354047287255526,0.1928464025259018
109,-0.5323343276977539,-0.5670543909072876,0.01782444305717945,0.016895612701773643,0.19277608394622803
110,-0.5532243251800537,-0.5583837628364563,0.0026384666562080383,0.0025209751911461353,0.19270579516887665
111,-0.5421209931373596,-0.5637772083282471,0.010769111104309559,0.010887068696320057,0.19263561069965363
112,-0.5542047023773193,-0.5683653354644775,0.00725227314978838,0.006908348761498928,0.19256547093391418
113,-0.5726885795593262,-0.5761599540710449,0.0013931592693552375,0.0020782174542546272,0.19249534606933594
114,-0.5633975863456726,-0.5826604962348938,0.009471360594034195,0.009791524149477482,0.19242526590824127
115,-0.5796799659729004,-0.5897979140281677,0.0051171486265957355,0.005000770092010498,0.1923551708459854
116,-0.5685664415359497,-0.575271725654602,0.003371903905645013,0.003333415137603879,0.19228526949882507
117,-0.5890708565711975,-0.5939499735832214,0.002373858354985714,0.002505240263417363,0.19221530854701996
118,-0.5734096169471741,-0.5835871696472168,0.004961161408573389,0.005216395016759634,0.19214554131031036
119,-0.5814021229743958,-0.5896775722503662,0.004045870620757341,0.004229614976793528,0.19207584857940674
120,-0.58329838514328,-0.5911591053009033,0.0039424775168299675,0.0039182063192129135,0.1920061856508255
121,-0.5881279706954956,-0.5949066877365112,0.003536610398441553,0.0032421438954770565,0.19193659722805023
122,-0.5793068408966064,-0.5866803526878357,0.0037772017531096935,0.00359632377512753,0.1918671429157257
123,-0.5817937850952148,-0.5861620306968689,0.0021236033644527197,0.002244624774903059,0.19179773330688477
124,-0.5996716022491455,-0.6032857298851013,0.0017591154901310802,0.0018550076056271791,0.19172824919223785
125,-0.5727060437202454,-0.5798850655555725,0.003608174156397581,0.0035708537325263023,0.1916588842868805
