env_step,episode,train_step,0_episode_r,1_episode_r,2_episode_r,3_episode_r,4_episode_r,5_episode_r,mean_episode_r,action_left_mean,action_right_mean,action_abs_mean,action_std,num_target,num_collision,finish_time
800,1,634,1.9386482238769531,9.01705265045166,8.409917831420898,-0.8906822204589844,5.26709508895874,-3.2143478393554688,3.4212806224823,-0.011625363491475582,-0.013274849392473698,0.19922009110450745,0.26337361335754395,2.0,0,800.0
1600,2,1434,9.932631492614746,9.685903549194336,-0.37703096866607666,-4.958808898925781,8.193050384521484,5.137585163116455,4.602221786975861,0.026057282462716103,-0.015049158595502377,0.19324001669883728,0.26707175374031067,3.0,0,800.0
2400,3,2234,2.8008813858032227,12.730539321899414,-1.5451750755310059,-3.1535263061523438,-7.751998424530029,-4.036908149719238,-0.15936454137166342,0.04647601395845413,-0.025045121088624,0.23633158206939697,0.3018827736377716,1.0,8,800.0
3200,4,3034,4.515927791595459,9.797747611999512,-3.9459192752838135,8.755523681640625,13.400318145751953,8.225580215454102,6.791529695192973,0.08614615350961685,0.05859489366412163,0.18278607726097107,0.2616712152957916,3.0,4,800.0
3813,5,3647,7.892019271850586,20.205474853515625,6.770627021789551,21.845436096191406,10.312871932983398,19.103107452392578,14.354922771453857,0.16163542866706848,0.14519347250461578,0.1713888943195343,0.26644444465637207,6.0,0,613.0
4613,6,4447,21.622873306274414,14.335725784301758,4.255826473236084,11.754888534545898,9.856531143188477,18.777027130126953,13.433812061945597,0.18364572525024414,0.1989002525806427,0.20072346925735474,0.3106779158115387,5.0,0,800.0
5188,7,5022,27.21074676513672,7.210291862487793,16.25973129272461,38.5949592590332,30.849262237548828,31.192825317382812,25.219636122385662,0.22351105511188507,0.2361934632062912,0.23641371726989746,0.3532317280769348,6.0,0,575.0
5892,8,5726,28.66567611694336,29.567623138427734,18.731508255004883,30.59362030029297,17.525882720947266,19.24612045288086,24.05507183074951,0.25214719772338867,0.26578792929649353,0.2652919292449951,0.36950182914733887,6.0,0,704.0
6164,9,5998,5.577768802642822,23.907676696777344,14.606682777404785,9.909120559692383,28.632160186767578,34.531646728515625,19.527509291966755,0.3187583386898041,0.31399887800216675,0.32438215613365173,0.3978691101074219,6.0,6,272.0
6286,10,6120,37.49135208129883,20.97956657409668,14.307191848754883,12.320951461791992,15.884929656982422,29.181983947753906,21.694329261779785,0.48840928077697754,0.4870096743106842,0.5010282397270203,0.3974585235118866,6.0,2,122.0
