step,0_episode_r,1_episode_r,2_episode_r,3_episode_r,4_episode_r,5_episode_r,mean_episode_r,action_left_mean,action_right_mean,action_abs_mean,action_std,num_target,num_collision,finish_time
634,3.5184075832366943,7.796454429626465,-2.715193271636963,9.162762641906738,-3.903111457824707,2.2161812782287598,2.679250200589498,-0.02473324164748192,-0.06250742822885513,0.24125833809375763,0.2917726933956146,2.0,0,800.0
1434,9.232415199279785,6.227419376373291,-24.884628295898438,18.29994010925293,2.1926183700561523,21.097150802612305,5.360819260279338,-0.05244565010070801,-0.0865519642829895,0.314412385225296,0.3694303333759308,4.0,3,800.0
2234,11.717578887939453,7.692219257354736,15.76150131225586,14.06961441040039,-11.194149017333984,10.990118026733398,8.172813812891642,-0.022350717335939407,-0.09649568796157837,0.3170882761478424,0.3740271329879761,5.0,0,800.0
3034,11.96642780303955,6.11833381652832,6.612749099731445,6.295260906219482,14.262435913085938,19.699115753173828,10.82572054862976,-0.14029385149478912,-0.1127234399318695,0.32637864351272583,0.3693651258945465,5.0,1,800.0
3785,6.211207389831543,10.222460746765137,2.685695171356201,11.02915096282959,-6.148580551147461,16.34894561767578,6.724813222885132,-0.07806072384119034,-0.09458998590707779,0.3024995028972626,0.3535770773887634,6.0,3,750.0
4585,1.0202903747558594,2.949063777923584,26.648052215576172,18.472646713256836,12.218656539916992,16.868148803710938,13.029476404190063,-0.05143847316503525,-0.04081568121910095,0.40717393159866333,0.4628547728061676,5.0,0,800.0
5385,18.77895164489746,9.349335670471191,10.486441612243652,3.734808921813965,-0.25839710235595703,-3.911055564880371,6.36334753036499,-0.1435360163450241,-0.1603541076183319,0.3808806836605072,0.4220363199710846,3.0,7,800.0
6185,15.835474967956543,11.30510425567627,18.947593688964844,-10.286310195922852,21.131324768066406,12.318912506103516,11.542016665140787,-0.22937382757663727,-0.2248551994562149,0.3915669620037079,0.3945125937461853,3.0,1,800.0
6985,3.378671646118164,24.87287712097168,-9.50743293762207,12.458525657653809,2.9958248138427734,27.067659378051758,10.211020946502686,-0.09003914892673492,-0.09150195866823196,0.3666158616542816,0.42168059945106506,5.0,5,800.0
7343,30.734323501586914,32.12200927734375,66.46338653564453,12.176767349243164,10.52822494506836,10.347758293151855,27.062078317006428,-0.06238466501235962,-0.11064284294843674,0.4173152446746826,0.48083749413490295,6.0,3,357.0
8143,25.529075622558594,6.211974143981934,5.7376790046691895,18.10335350036621,3.5444962978363037,12.470849990844727,11.932904760042826,-0.05889330059289932,-0.02717563882470131,0.6311277747154236,0.679813802242279,5.0,1,800.0
8742,11.038541793823242,10.48135757446289,14.8975830078125,18.035037994384766,10.530712127685547,36.62031555175781,16.933924674987793,-0.186701238155365,-0.12862391769886017,0.5023395419120789,0.5509360432624817,6.0,1,598.0
