env_step,episode,train_step,0_episode_r,1_episode_r,2_episode_r,3_episode_r,4_episode_r,5_episode_r,mean_episode_r,action_left_mean,action_right_mean,action_abs_mean,action_std,num_target,num_collision,finish_time
800,1,634,-3.4629788398742676,-43.02748107910156,-50.1558837890625,1.9806312322616577,0.33526062965393066,-2.2783913612365723,-16.10147386789322,-0.0033775465562939644,0.008602002635598183,0.23808415234088898,0.29554012417793274,0.0,2,800.0
1600,2,1434,-7.442829132080078,-65.17203521728516,2.210880994796753,-47.66221618652344,13.879103660583496,-14.04666805267334,-19.70562732219696,0.004395582713186741,-0.011141707189381123,0.24980974197387695,0.3040471374988556,0.0,0,800.0
2400,3,2234,-22.465885162353516,7.240973472595215,0.6106892824172974,4.581946849822998,-22.061704635620117,-4.4824018478393555,-6.096063673496246,0.023660358041524887,0.008252541534602642,0.246230348944664,0.29958364367485046,0.0,0,800.0
3200,4,3034,-2.7747929096221924,-8.244868278503418,3.553050994873047,-4.30611515045166,-6.172280311584473,3.7423336505889893,-2.3671120007832847,0.021852754056453705,0.02237698622047901,0.24649854004383087,0.30027008056640625,0.0,0,800.0
4000,5,3834,-35.14404296875,-5.748072147369385,-39.44771194458008,12.522319793701172,-2.301096200942993,11.96433162689209,-9.692378640174866,0.049966130405664444,0.06662828475236893,0.26319071650505066,0.3149510622024536,0.0,0,800.0
4800,6,4634,1.0173211097717285,20.699718475341797,-2.355311155319214,2.7908763885498047,6.646401405334473,9.269469261169434,6.344745914141337,0.106771320104599,0.09754935652017593,0.2579387128353119,0.29859334230422974,1.0,0,800.0
5600,7,5434,44.15233612060547,25.86724281311035,23.305179595947266,17.497533798217773,15.11036205291748,12.314742088317871,23.041232744852703,0.1929769068956375,0.1977960467338562,0.27469179034233093,0.2942509353160858,2.0,0,800.0
6400,8,6234,25.202219009399414,15.78494644165039,31.595224380493164,18.17759132385254,24.687034606933594,20.587242126464844,22.672376314798992,0.2651262879371643,0.24247640371322632,0.28701913356781006,0.30169937014579773,3.0,0,800.0
7200,9,7034,27.939376831054688,21.936477661132812,24.113452911376953,39.38862228393555,25.342369079589844,42.58674621582031,30.217840830485027,0.21138562262058258,0.21561287343502045,0.22191476821899414,0.30309122800827026,5.0,0,800.0
7632,10,7466,31.40471649169922,45.102378845214844,28.469200134277344,22.283504486083984,40.371986389160156,49.21251678466797,36.14071718851725,0.25287237763404846,0.24294596910476685,0.2504700720310211,0.3433918356895447,6.0,0,432.0
8376,11,8210,41.64552307128906,33.27023696899414,50.562477111816406,48.6776123046875,56.94662094116211,36.16812515258789,44.54509925842285,0.2413865029811859,0.21907548606395721,0.23519298434257507,0.35866305232048035,6.0,0,744.0
8839,12,8673,27.764589309692383,24.849010467529297,42.79664993286133,18.928312301635742,23.033329010009766,26.41885757446289,27.298458099365234,0.2962183654308319,0.28252968192100525,0.29465150833129883,0.39155858755111694,6.0,0,463.0
9598,13,9432,52.593353271484375,29.723655700683594,33.805240631103516,29.514686584472656,22.36404800415039,41.43048095703125,34.90524419148763,0.2712327241897583,0.25804197788238525,0.27084672451019287,0.3928825259208679,6.0,0,759.0
10398,14,10232,34.096439361572266,22.72803497314453,40.99752426147461,58.10017395019531,40.13544464111328,31.48421859741211,37.92363929748535,0.30743733048439026,0.30268019437789917,0.3127634823322296,0.4177705943584442,5.0,0,800.0
10829,15,10663,51.326812744140625,29.294464111328125,45.1037712097168,49.73217010498047,34.52146530151367,28.95895004272461,39.82293891906738,0.35144278407096863,0.3415577709674835,0.35111382603645325,0.4292047619819641,6.0,0,431.0
11605,16,11439,23.229816436767578,38.266563415527344,15.301987648010254,37.184139251708984,28.479354858398438,54.7664794921875,32.871390183766685,0.24498777091503143,0.24488691985607147,0.24875426292419434,0.39357444643974304,6.0,0,776.0
12405,17,12239,35.941402435302734,44.716026306152344,30.849689483642578,23.53636932373047,48.13444900512695,34.121028900146484,36.21649424235026,0.22069793939590454,0.2148323804140091,0.22250211238861084,0.37655797600746155,5.0,0,800.0
12567,18,12401,46.12065124511719,41.17894744873047,17.610183715820312,38.30527877807617,67.28447723388672,19.124624252319336,38.2706937789917,0.502685010433197,0.4696997404098511,0.49466803669929504,0.4342983663082123,6.0,0,162.0
13367,19,13201,30.034954071044922,26.13019371032715,56.09235382080078,20.95771026611328,29.150259017944336,11.686981201171875,29.00874201456706,0.18038402497768402,0.1541966050863266,0.1758415251970291,0.3441375494003296,5.0,0,800.0
14167,20,14001,52.460121154785156,11.447330474853516,38.20236587524414,38.302574157714844,-340.8265686035156,37.23992156982422,-27.195709228515625,0.1027623638510704,0.09283168613910675,0.16813308000564575,0.3443508446216583,5.0,0,800.0
14967,21,14801,27.35816764831543,38.32985305786133,-191.11996459960938,23.54175567626953,24.75792694091797,-293.37445068359375,-61.751118659973145,0.10946466028690338,0.12271855771541595,0.19055791199207306,0.3684738576412201,4.0,0,800.0
15237,22,15071,36.90940856933594,29.548004150390625,28.398700714111328,19.672815322875977,12.067827224731445,50.354339599609375,29.491849263509113,0.2535163164138794,0.22012223303318024,0.25453540682792664,0.4029490053653717,6.0,0,270.0
